,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.01,1.54,1.10,0.73,0.53,0.42,0.41,0.31,,,0.44,0.47,0.46,0.45,0.43,0.39,0.36,0.32,0.30,0.29
Earnings per Share,-0.015,0.18,-0.037,-0.15,-0.085,-0.046,-0.016,-0.021,,,-0.005,-0.003,0.000,-0.003,-0.004,-0.006,-0.008,-0.006,-0.007,-0.002
Revenue per Share,0.12,0.13,0.18,0.22,0.22,0.16,0.19,0.17,,,0.046,0.050,0.053,0.035,0.040,0.048,0.045,0.047,0.040,0.045
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.016,0.057,0.051,0.007,0.003,0.012,0.020,0.015,,,0.001,0.003,0.002,0.000,0.005,0.010,0.000,0.000,0.000,0.000
Book Value per Share,0.45,0.66,0.62,0.47,0.39,0.36,0.36,0.34,,,0.35,0.35,0.36,0.36,0.35,0.35,0.34,0.33,0.32,0.32
Price to Earnings Ratio,,7.25,,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,1.47,2.62,1.66,1.55,1.22,0.93,1.26,0.92,,,1.14,1.27,1.26,1.15,0.96,1.10,0.92,0.91,0.77,0.78
EV to EBITDA,-10.1,-13.9,-13.5,-13.9,-8.06,-11.4,-21.2,-10.0,,,-11.5,-15.6,-21.2,-23.0,-21.6,-13.6,-10.0,-9.73,-8.50,-8.84
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,"1,384","1,426","1,446","1,446","1,446","1,865","1,865","2,325",,,"1,865","1,865","1,865","2,325","2,325","2,325","2,325","2,325","2,325","2,325"
Total Revenue,172.1,178.5,262.2,314.6,325.3,299.1,352.7,392.2,,,86.1,93.1,99.0,81.8,94.0,111.4,105.0,109.2,93.2,104.7
"Cost of Revenue, Total",193.1,198.4,284.3,339.8,342.4,293.7,333.5,396.5,,,83.0,85.7,89.8,78.1,92.4,112.0,114.0,110.0,93.5,97.5
Gross Profit,-21.0,-19.8,-22.0,-25.3,-17.1,5.39,19.2,-4.29,,,3.09,7.38,9.19,3.70,1.64,-0.65,-8.98,-0.79,-0.33,7.22
"Selling/General/Administrative Expenses, Total",104.0,100.8,101.6,93.6,90.6,80.3,80.2,88.0,,,19.7,22.1,18.9,22.4,20.7,20.2,24.7,20.3,19.6,22.6
Operating Income,-121.1,-118.3,-122.4,-117.7,-105.3,-73.5,-59.7,-90.7,,,-16.6,-14.7,-8.35,-18.7,-19.1,-20.9,-32.0,-21.1,-19.9,-15.4
Net Income,-20.9,280.5,-52.7,-216.8,-123.2,-70.9,-30.1,-46.7,,,-9.99,-5.43,-0.048,-6.28,-8.46,-12.9,-19.1,-14.7,-15.4,-5.49
EBITDA,-105.5,-109.8,-108.5,-99.2,-81.8,-50.8,-35.4,-66.0,,,-10.6,-8.03,-2.02,-12.6,-12.9,-14.1,-26.3,-14.5,-13.4,-8.87
Gross Profit Margin,-12.2%,-11.1%,-8.4%,-8.0%,-5.3%,1.8%,5.4%,-1.1%,,,3.6%,7.9%,9.3%,4.5%,1.7%,-0.6%,-8.6%,-0.7%,-0.4%,6.9%
Operating Margin,-70.4%,-66.2%,-46.7%,-37.4%,-32.4%,-24.6%,-16.9%,-23.1%,,,-19.3%,-15.8%,-8.4%,-22.9%,-20.3%,-18.8%,-30.5%,-19.3%,-21.4%,-14.7%
Net Profit Margin,-12.1%,157.1%,-20.1%,-68.9%,-37.9%,-23.7%,-8.5%,-11.9%,,,-11.6%,-5.8%,0.0%,-7.7%,-9.0%,-11.6%,-18.2%,-13.5%,-16.6%,-5.2%
Return on Assets,-2.7%,31.0%,-5.1%,-22.9%,-16.1%,-9.7%,-3.9%,-5.7%,,,-8.9%,-6.4%,-4.0%,-2.6%,-2.2%,-3.0%,-5.2%,-6.2%,-7.1%,-6.4%
Return on Equity,-3.4%,29.8%,-5.9%,-31.8%,-22.1%,-10.5%,-4.5%,-6.0%,,,-1.5%,-0.8%,0.0%,-0.8%,-1.0%,-1.6%,-2.4%,-1.9%,-2.0%,-0.7%
Return on Total Capital,-3.1%,29.1%,-5.6%,-30.3%,-21.3%,-9.9%,-4.3%,-5.9%,,,-10.0%,-7.2%,-4.3%,-2.5%,-2.4%,-3.4%,-5.9%,-7.1%,-8.2%,-7.3%
SG&A to Sale,60.5%,56.4%,38.7%,29.8%,27.8%,26.8%,22.8%,22.4%,,,22.9%,23.7%,19.1%,27.4%,22.0%,18.2%,23.5%,18.6%,21.0%,21.6%
Depreciation & Amortisation,15.7,8.46,13.9,18.4,23.4,22.7,24.3,24.7,,,5.96,6.66,6.33,6.07,6.16,6.76,5.75,6.54,6.54,6.55
Tax Rate,0.0%,18.5%,-0.5%,-0.2%,0.0%,0.3%,4.1%,1.1%,,,10.0%,-0.4%,63.1%,1.4%,2.5%,1.5%,0.0%,0.0%,0.0%,0.0%
Current Ratio,0.56,4.94,1.47,0.90,0.73,4.36,2.95,2.23,,,2.46,2.27,2.95,5.41,3.78,2.82,2.23,1.96,2.02,2.16
Quick Ratio,0.16,3.95,0.59,0.46,0.39,2.19,1.28,0.69,,,1.39,1.31,1.28,3.53,0.78,1.17,0.69,1.00,0.85,1.01
Days Inventory Outstanding,28.6,41.7,34.8,30.9,30.3,28.6,32.8,44.4,,,32.6,40.3,43.9,46.3,52.1,54.3,53.3,45.8,42.8,43.9
Days Sale Outstanding,42.4,60.9,82.8,61.3,45.3,44.1,55.4,58.7,,,59.8,50.7,55.4,45.4,67.2,57.2,58.7,61.0,52.9,52.9
Days Payable Outstanding,68.6,34.6,0.00,0.00,0.00,0.00,0.00,4.65,,,0.00,0.00,0.00,0.00,12.7,14.7,7.38,6.82,5.74,7.04
Cash Conversion Cycle,-6.02,93.4,97.6,97.7,83.0,75.3,79.5,89.8,,,86.2,94.1,95.3,96.4,82.8,109.7,102.0,99.2,93.9,90.1
Debt to Asset Ratio,0.22,0.070,0.15,0.19,0.19,0.12,0.12,0.11,,,0.14,0.14,0.12,0.10,0.13,0.12,0.11,0.13,0.13,0.11
Debt to Equity Ratio,0.29,0.075,0.17,0.23,0.24,0.13,0.14,0.13,,,0.17,0.17,0.14,0.11,0.14,0.14,0.13,0.14,0.15,0.12
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,26.7,158.7,52.4,15.7,8.68,162.3,76.0,79.5,,,103.3,85.1,76.0,230.0,206.3,184.3,79.5,71.4,89.2,59.8
"Total Receivables, Net",20.0,29.8,59.5,52.8,40.4,36.1,53.5,63.1,,,50.0,45.2,53.5,44.7,67.8,60.6,63.1,70.2,60.6,59.7
Total Inventory,16.8,28.5,25.7,31.8,25.1,20.9,39.1,57.5,,,28.8,41.2,39.1,46.3,52.5,58.3,57.5,50.0,50.8,49.2
Total Current Assets,68.9,224.9,149.5,103.2,75.8,221.1,170.4,202.8,,,186.0,173.6,170.4,323.4,328.8,305.2,202.8,195.2,203.4,171.0
"Property/Plant/Equipment, Total - Net",132.6,181.2,255.5,248.1,231.4,216.9,236.4,246.7,,,243.8,242.7,236.4,231.4,252.5,252.4,246.7,241.7,235.8,230.0
Total Assets,799.7,"1,012","1,054",835.7,691.0,769.5,758.8,886.3,,,763.2,758.2,758.8,920.5,938.6,921.8,886.3,880.4,865.0,837.3
Accounts Payable,37.6,,,,,,,10.1,,,,,,,24.1,5.94,10.1,5.92,7.60,8.41
Accrued Expenses,18.0,,0.032,0.30,0.50,0.21,0.23,,,,0.092,0.089,0.23,0.14,,,,0.092,0.094,0.091
Debt Due,21.2,8.80,25.1,47.8,32.7,9.43,6.79,35.7,,,10.6,9.09,6.79,4.49,2.74,26.3,35.7,51.0,56.9,26.4
Total Current Liabilities,122.0,45.5,101.7,114.4,104.6,50.7,57.7,90.9,,,75.7,76.3,57.7,59.8,86.9,108.2,90.9,99.7,100.6,79.1
Long Term Debt,55.9,22.7,49.3,33.6,20.0,35.3,28.9,2.51,,,29.6,29.3,28.9,28.4,28.0,2.94,2.51,2.21,1.96,1.72
Total Liabilities,179.2,70.7,154.8,154.9,132.6,91.1,90.6,101.7,,,109.5,109.9,90.6,92.2,118.8,114.9,101.7,110.5,110.9,88.7
Common Stock,"1,384","1,426","1,446","1,446","1,446","1,865","1,865","2,325",,,"1,865","1,865","1,865","2,325","2,325","2,325","2,325","2,325","2,325","2,325"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
