,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,3.68,2.76,2.28,,,3.75,3.60,3.30,2.75,2.47,2.27,2.36,2.42,2.32,2.11
Earnings per Share,,,0.13,0.17,0.14,0.33,0.25,0.22,,,0.049,0.071,0.060,0.028,0.070,0.051,0.069,0.050,0.040,0.040
Revenue per Share,,,1.12,1.46,1.36,1.47,1.62,1.70,,,0.38,0.50,0.42,0.37,0.42,0.41,0.50,0.41,0.41,0.42
Dividend per Share,,,0.00,0.00,0.00,0.11,0.20,0.20,,,0.056,0.00,0.13,,0.090,0.00,0.11,,0.070,0.00
Capital Expenditures per Share,,,0.00,0.00,0.006,0.012,0.004,0.003,,,0.000,0.000,0.003,0.001,0.000,-0.001,0.002,0.001,0.20,-0.20
Book Value per Share,,,0.41,0.47,0.59,0.56,1.24,1.24,,,0.51,1.34,1.24,1.27,1.21,1.17,1.24,1.15,1.19,1.16
Price to Earnings Ratio,,,,,,,12.7,10.5,,,14.7,16.3,14.1,10.9,10.7,10.1,10.5,9.04,10.2,10.1
Price to Book Value Ratio,,,,,,,2.56,1.84,,,6.73,2.39,2.56,1.55,1.88,1.65,1.84,1.98,1.74,1.74
EV to EBITDA,,,,,,0.00,11.1,6.64,,,15.2,10.5,11.1,10.0,6.84,7.17,6.64,5.96,9.02,7.90
Dividend Payout Ratio,,,0.0%,0.0%,0.0%,33.8%,77.4%,92.2%,,,24.9%,0.0%,55.1%,,39.3%,0.0%,50.7%,,33.4%,0.0%
Common Shares Outstanding,,,560.9,560.9,560.9,560.9,600.9,600.0,,,560.9,560.9,600.9,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Total Revenue,,,627.9,818.3,763.7,827.3,975.3,"1,018",,,215.0,278.0,249.6,220.5,253.6,246.1,298.2,248.6,243.3,249.5
"Cost of Revenue, Total",,,513.4,608.3,565.2,618.7,715.8,734.6,,,156.4,204.8,178.8,173.8,173.0,171.5,216.4,182.8,177.3,186.6
Gross Profit,,,114.6,210.0,198.6,208.6,259.5,283.7,,,58.7,73.2,70.8,46.8,80.6,74.6,81.8,65.8,65.9,62.9
"Selling/General/Administrative Expenses, Total",,,23.1,90.0,90.3,101.0,111.2,131.2,,,25.5,28.9,30.3,29.5,29.6,38.7,33.5,33.8,38.1,34.8
Operating Income,,,92.6,120.0,108.3,107.6,148.3,152.5,,,33.2,44.4,40.6,17.3,51.1,35.8,48.3,32.0,27.8,28.1
Net Income,,,70.5,92.9,80.4,87.1,130.6,130.2,,,27.2,40.1,36.1,16.6,41.8,30.6,41.2,29.8,24.3,24.1
EBITDA,,,92.6,120.0,111.3,110.6,152.3,155.8,,,34.2,45.3,41.5,18.2,51.8,36.7,49.1,32.8,28.6,28.9
Gross Profit Margin,,,18.2%,25.7%,26.0%,25.2%,26.6%,27.9%,,,27.3%,26.3%,28.4%,21.2%,31.8%,30.3%,27.4%,26.5%,27.1%,25.2%
Operating Margin,,,14.8%,14.7%,14.2%,13.0%,15.2%,15.0%,,,15.4%,16.0%,16.3%,7.8%,20.1%,14.6%,16.2%,12.9%,11.4%,11.3%
Net Profit Margin,,,11.2%,11.3%,10.5%,10.5%,13.4%,12.8%,,,12.7%,14.4%,14.5%,7.5%,16.5%,12.4%,13.8%,12.0%,10.0%,9.7%
Return on Assets,,,15.6%,18.1%,14.3%,17.0%,19.2%,14.5%,,,20.0%,17.0%,14.3%,13.5%,15.4%,14.7%,14.7%,15.3%,13.5%,13.3%
Return on Equity,,,30.9%,35.1%,24.2%,27.6%,17.6%,17.5%,,,9.4%,5.3%,4.9%,2.2%,5.8%,4.4%,5.5%,4.3%,3.4%,3.5%
Return on Total Capital,,,30.9%,35.1%,24.2%,27.6%,17.6%,17.5%,,,37.3%,16.8%,17.6%,15.8%,18.6%,17.8%,17.5%,20.7%,17.6%,17.1%
SG&A to Sale,,,3.7%,11.0%,11.8%,12.2%,11.4%,12.9%,,,11.8%,10.4%,12.1%,13.4%,11.7%,15.7%,11.2%,13.6%,15.7%,13.9%
Depreciation & Amortisation,,,,,2.99,3.05,3.94,3.37,,,0.99,0.97,0.96,0.98,0.70,0.85,0.84,0.82,0.83,0.80
