,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,50.5,53.4,51.3,52.3,50.6,49.3,47.3,49.3,,,48.4,48.4,48.1,47.3,46.8,46.8,48.1,51.9,51.0,46.3
Earnings per Share,3.28,3.48,2.12,2.31,2.79,2.59,2.71,2.96,,,0.93,0.60,0.46,0.63,0.87,0.80,0.67,0.55,0.76,0.68
Revenue per Share,30.7,34.1,30.2,30.0,33.1,34.5,36.4,38.4,,,9.58,9.36,8.62,8.86,9.30,10.3,9.97,9.50,10.6,10.6
Dividend per Share,2.10,2.40,2.25,2.40,1.10,1.30,1.50,1.80,,,,,1.50,,,,1.80,,,
Capital Expenditures per Share,1.20,0.57,1.79,3.75,0.81,1.50,0.40,0.52,,,0.15,0.099,0.068,0.040,0.11,0.17,0.20,0.077,0.20,0.16
Book Value per Share,40.9,43.4,41.7,42.6,43.2,45.3,48.0,48.4,,,46.2,47.1,48.0,48.6,47.1,48.4,48.4,48.8,47.2,47.3
Price to Earnings Ratio,15.5,14.2,22.6,21.9,18.5,18.5,16.8,15.2,,,16.5,16.8,16.8,17.5,17.5,16.7,15.2,16.8,16.9,17.4
Price to Book Value Ratio,1.29,1.20,1.23,1.16,1.19,1.07,0.97,0.96,,,1.04,0.99,0.97,0.92,0.98,0.97,0.96,0.98,0.98,0.99
EV to EBITDA,11.6,11.1,26.4,25.8,19.8,18.8,17.3,16.6,,,17.6,15.8,17.3,18.7,19.6,16.9,16.6,18.4,20.4,23.2
Dividend Payout Ratio,64.0%,69.0%,106.2%,104.1%,39.5%,50.2%,55.4%,60.7%,,,,,55.4%,,,,60.7%,,,
Common Shares Outstanding,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Total Revenue,"3,689","4,095","3,630","3,601","3,972","4,138","4,363","4,606",,,"1,150","1,123","1,034","1,063","1,116","1,231","1,196","1,140","1,277","1,273"
"Cost of Revenue, Total","2,769","3,110","2,837","2,771","2,999","3,170","3,341","3,399",,,880.7,865.2,796.9,810.6,850.4,869.8,867.9,785.5,845.2,821.0
Gross Profit,919.6,984.4,792.3,829.9,973.2,968.5,"1,021","1,207",,,269.3,258.2,236.9,252.1,265.4,361.4,328.6,354.1,431.4,451.8
"Selling/General/Administrative Expenses, Total",627.3,653.9,676.6,690.0,754.8,776.0,821.3,"1,007",,,218.6,202.0,216.4,199.2,234.7,264.4,309.4,315.4,418.0,399.3
Operating Income,292.3,330.5,115.7,139.9,218.5,192.5,199.9,200.3,,,50.7,56.2,20.6,52.9,30.8,96.9,19.2,38.7,13.4,52.5
Net Income,393.9,417.3,254.3,276.7,334.4,311.0,324.7,355.8,,,111.1,72.4,55.7,75.1,104.8,95.5,80.3,66.3,91.2,81.8
EBITDA,363.6,404.1,194.9,225.8,315.8,291.3,300.4,297.3,,,77.4,83.1,41.1,78.3,56.0,122.9,39.6,65.0,39.7,78.5
Gross Profit Margin,24.9%,24.0%,21.8%,23.0%,24.5%,23.4%,23.4%,26.2%,,,23.4%,23.0%,22.9%,23.7%,23.8%,29.4%,27.5%,31.1%,33.8%,35.5%
Operating Margin,7.9%,8.1%,3.2%,3.9%,5.5%,4.7%,4.6%,4.3%,,,4.4%,5.0%,2.0%,5.0%,2.8%,7.9%,1.6%,3.4%,1.0%,4.1%
Net Profit Margin,10.7%,10.2%,7.0%,7.7%,8.4%,7.5%,7.4%,7.7%,,,9.7%,6.4%,5.4%,7.1%,9.4%,7.8%,6.7%,5.8%,7.1%,6.4%
Return on Assets,6.8%,6.7%,4.1%,4.4%,5.1%,4.7%,4.7%,5.0%,,,5.0%,5.0%,4.6%,4.4%,4.4%,4.7%,4.9%,4.8%,4.6%,4.4%
Return on Equity,8.0%,8.0%,5.1%,5.4%,6.5%,5.7%,5.6%,6.1%,,,2.0%,1.3%,1.0%,1.3%,1.9%,1.6%,1.4%,1.1%,1.6%,1.4%
Return on Total Capital,8.0%,8.0%,5.1%,5.4%,6.5%,5.7%,5.6%,6.1%,,,6.2%,6.0%,5.6%,5.4%,5.5%,5.7%,6.1%,5.9%,5.9%,5.6%
SG&A to Sale,17.0%,16.0%,18.6%,19.2%,19.0%,18.8%,18.8%,21.9%,,,19.0%,18.0%,20.9%,18.7%,21.0%,21.5%,25.9%,27.7%,32.7%,31.4%
Depreciation & Amortisation,71.4,73.6,79.3,85.9,97.3,98.9,100.5,97.0,,,26.7,27.0,20.6,25.4,25.3,26.0,20.4,26.3,26.2,26.0
Tax Rate,25.7%,18.2%,14.0%,12.5%,10.0%,10.5%,11.0%,11.1%,,,9.3%,13.1%,9.0%,11.6%,7.8%,13.8%,11.4%,13.4%,12.7%,14.9%
Current Ratio,4.63,4.60,4.44,2.87,2.75,3.20,3.45,3.29,,,3.95,3.68,3.45,3.58,3.34,3.24,3.29,3.21,3.00,3.31
Quick Ratio,2.77,2.83,2.24,1.37,1.26,1.30,1.71,1.45,,,1.69,1.84,1.71,1.76,1.53,1.44,1.45,1.31,1.22,1.32
Days Inventory Outstanding,108.8,112.2,122.7,134.8,139.8,137.6,127.5,129.5,,,134.3,125.3,121.2,122.5,127.2,133.4,137.4,148.8,157.5,160.2
Days Sale Outstanding,66.4,65.0,72.3,78.8,74.5,59.1,64.0,64.1,,,66.5,63.0,64.0,65.1,68.6,70.7,64.1,67.1,64.9,58.2
Days Payable Outstanding,39.3,37.6,38.2,43.5,42.4,38.1,38.3,39.7,,,39.0,37.7,39.0,40.7,46.3,47.4,43.6,45.9,44.1,37.8
Cash Conversion Cycle,131.0,136.8,160.5,159.5,175.2,162.2,149.6,149.9,,,163.3,149.6,146.8,143.3,145.7,156.0,161.6,164.3,183.7,185.2
Debt to Asset Ratio,0.18,0.19,0.17,0.21,0.21,0.19,0.18,0.19,,,0.18,0.19,0.18,0.18,0.19,0.20,0.19,0.21,0.22,0.21
Debt to Equity Ratio,0.22,0.23,0.20,0.27,0.27,0.23,0.23,0.24,,,0.21,0.23,0.23,0.22,0.24,0.24,0.24,0.26,0.28,0.26
Interest Coverage Ratio,2.633M,"703,291","1,910",293.8,50.8,45.0,735.0,"2,572",,,"1,409","1,703",686.3,"2,116","1,399","5,703","1,384","3,870","1,914","17,486"
Cash and Short Term Investments,"1,564","1,358",663.9,425.8,366.4,311.6,453.9,568.5,,,203.4,502.1,453.9,465.8,384.5,411.2,568.5,411.7,301.5,384.3
"Total Receivables, Net",671.0,729.1,719.1,777.8,810.5,670.6,765.1,809.4,,,786.5,754.2,765.1,779.3,815.3,860.4,809.4,860.6,861.0,779.7
Total Inventory,917.4,994.7,913.1,"1,133","1,164","1,225","1,109","1,302",,,"1,178","1,110","1,109","1,141","1,176","1,257","1,302","1,449","1,459","1,455"
Total Current Assets,"3,175","3,109","2,322","2,360","2,365","2,233","2,354","2,713",,,"2,207","2,403","2,354","2,429","2,428","2,568","2,713","2,779","2,683","2,673"
"Property/Plant/Equipment, Total - Net",826.4,818.8,963.5,"1,955","1,956","2,027","1,971","1,938",,,"2,006","1,987","1,971","1,955","1,943","1,940","1,938","1,925","1,918","1,914"
Total Assets,"5,992","6,415","6,027","6,485","6,597","6,687","7,068","7,218",,,"6,732","6,947","7,068","7,139","6,989","7,224","7,218","7,373","7,241","7,150"
Accounts Payable,319.6,321.9,272.1,388.0,309.2,353.1,347.7,390.7,,,322.4,365.6,347.7,401.1,442.6,421.9,390.7,457.9,356.8,330.7
Accrued Expenses,209.0,232.0,144.6,173.3,195.2,238.4,242.0,296.6,,,141.3,205.1,242.0,171.3,177.0,269.6,296.6,256.7,304.0,290.9
Debt Due,0.00,0.00,0.15,190.3,263.4,18.4,0.38,0.26,,,0.45,0.42,0.38,0.35,0.33,0.35,0.26,0.18,0.092,0.00
Total Current Liabilities,685.4,675.1,522.8,822.9,861.4,698.7,682.5,825.0,,,558.2,653.4,682.5,679.3,726.0,793.3,825.0,865.9,894.6,806.8
Long Term Debt,,,1.22,1.46,1.08,0.65,0.26,,,,0.42,0.35,0.26,0.18,0.092,,,,,
Total Liabilities,"1,089","1,205","1,025","1,371","1,417","1,248","1,303","1,407",,,"1,188","1,293","1,303","1,309","1,339","1,420","1,407","1,519","1,572","1,473"
Common Stock,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Additional Paid-In Capital,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,,,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2
Retained Earnings (Accumulated Deficit),"3,757","4,013","3,980","3,986","4,043","4,227","4,396","4,571",,,"4,263","4,335","4,396","4,471","4,396","4,491","4,571","4,638","4,513","4,595"
Shareholders' Equity,"4,903","5,209","5,002","5,114","5,180","5,439","5,765","5,811",,,"5,544","5,653","5,765","5,829","5,650","5,804","5,811","5,854","5,669","5,677"
Cash from Operating Activities,173.4,236.7,175.3,139.0,278.9,361.2,397.6,206.2,,,67.1,286.6,61.3,8.03,42.7,73.5,82.0,-98.9,38.6,21.6
Cash from Investing Activities,-120.8,-148.6,43.5,-120.5,-42.9,15.8,-251.7,109.0,,,66.1,-283.3,-64.8,-9.17,182.2,-39.5,-24.5,51.3,115.7,1.88
