,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,17.5,28.5,29.7,30.8,30.3,38.5,35.0,34.0,,,42.5,40.6,40.1,36.6,31.0,32.0,33.5,33.4,34.9,34.4
Earnings per Share,-0.83,-0.74,-1.71,-1.13,-0.78,0.14,0.70,0.75,,,-0.17,0.13,0.011,0.49,0.073,0.26,-0.074,0.55,0.053,0.23
Revenue per Share,3.06,0.93,2.05,9.59,11.7,12.5,12.2,12.3,,,2.61,3.05,3.18,3.39,2.52,3.14,3.24,3.38,2.45,3.30
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.74,8.06,16.3,0.20,0.13,0.084,0.21,0.13,,,0.097,0.071,0.018,0.003,0.005,0.055,0.071,0.002,0.040,0.054
Book Value per Share,21.1,20.6,18.9,17.8,17.0,17.1,17.8,18.6,,,17.7,17.8,17.8,18.3,18.4,18.7,18.6,19.1,19.2,19.4
Price to Earnings Ratio,,,,,,234.8,56.4,42.9,,,47.4,52.8,56.4,67.0,42.6,36.1,42.9,41.0,41.7,39.7
Price to Book Value Ratio,0.54,1.07,1.21,1.69,1.57,1.81,2.30,1.73,,,2.20,2.22,2.30,1.79,1.54,1.61,1.73,1.63,1.87,1.69
EV to EBITDA,-5.73,-18.0,-32.4,40.8,18.2,15.2,16.6,12.9,,,16.4,15.2,16.6,15.2,13.5,12.0,12.9,13.9,13.3,12.5
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9
Total Revenue,82.3,24.9,55.1,258.2,315.1,337.0,328.4,330.6,,,70.3,82.1,85.6,91.2,67.8,84.5,87.2,91.0,65.9,88.7
"Cost of Revenue, Total",94.0,25.1,61.9,210.7,228.0,235.6,227.4,227.7,,,54.2,59.9,56.3,57.5,51.6,59.2,59.4,59.2,50.6,58.4
Gross Profit,-11.7,-0.19,-6.82,47.4,87.2,101.4,101.0,102.9,,,16.1,22.1,29.3,33.7,16.3,25.3,27.7,31.8,15.3,30.2
"Selling/General/Administrative Expenses, Total",25.5,41.2,50.4,69.8,77.1,76.5,77.0,67.4,,,18.4,14.6,25.0,16.5,16.4,15.8,18.7,15.0,16.1,14.6
Operating Income,-37.2,-41.4,-57.2,-22.4,10.1,24.9,24.0,35.5,,,-2.33,7.53,4.28,17.1,-0.14,9.47,9.05,16.8,-0.77,15.6
Net Income,-22.3,-19.9,-46.0,-30.3,-20.9,3.81,19.0,20.2,,,-4.46,3.43,0.30,13.3,1.95,6.98,-1.99,14.7,1.42,6.22
EBITDA,-27.4,-33.0,-35.6,33.1,65.6,80.5,80.2,86.1,,,11.6,21.8,18.6,31.0,13.9,22.6,18.7,26.2,8.64,25.3
