,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.18,5.71,4.97,4.29,3.75,3.29,2.87,2.27,,,3.74,3.94,3.53,2.82,2.99,2.51,2.29,2.48,2.26,1.99
Earnings per Share,0.14,0.24,0.10,0.34,-0.065,-0.40,0.042,-0.22,,,0.008,0.059,-0.007,-0.062,-0.035,-0.049,-0.069,-0.074,0.004,0.017
Revenue per Share,1.37,1.83,2.03,1.53,1.24,0.93,1.53,1.20,,,0.33,0.52,0.37,0.26,0.35,0.28,0.30,0.34,0.44,0.40
Dividend per Share,0.009,0.012,0.008,0.011,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.049,0.13,0.18,0.27,0.12,0.044,0.11,0.10,,,0.049,0.014,0.036,0.027,0.014,0.038,0.026,0.011,0.037,0.005
Book Value per Share,1.36,1.60,1.70,2.03,1.95,1.55,1.63,1.41,,,1.58,1.63,1.63,1.57,1.53,1.48,1.41,1.34,1.35,1.37
Price to Earnings Ratio,14.8,26.8,39.5,14.8,,,82.8,,,,,,88.2,,,,,,,
Price to Book Value Ratio,1.54,4.53,2.42,2.35,1.19,1.56,1.91,1.22,,,2.48,2.17,1.91,1.52,1.90,1.37,1.22,1.55,1.46,1.33
EV to EBITDA,6.97,10.4,9.01,11.0,9.82,28.1,9.10,15.4,,,18.1,11.6,9.10,8.67,9.92,15.4,15.4,16.8,10.5,8.03
Dividend Payout Ratio,6.3%,4.9%,7.4%,3.2%,,,,,,,,,,,,,,,,
Common Shares Outstanding,696.4,696.4,696.4,696.4,696.4,696.4,757.1,757.1,,,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1
Total Revenue,956.4,"1,276","1,414","1,068",864.1,650.3,"1,157",905.7,,,251.2,392.5,280.0,199.5,267.4,208.6,230.1,256.3,333.0,301.3
"Cost of Revenue, Total",653.2,893.3,"1,060",719.5,701.5,669.8,927.0,916.9,,,190.4,292.2,242.3,205.4,265.6,208.9,236.9,269.9,294.4,239.0
Gross Profit,303.2,383.1,354.5,348.1,162.6,-19.4,230.4,-11.2,,,60.8,100.3,37.7,-5.90,1.81,-0.27,-6.80,-13.6,38.7,62.2
"Selling/General/Administrative Expenses, Total",147.5,156.8,198.1,172.0,179.3,164.4,154.8,165.3,,,31.3,35.2,44.2,43.2,43.3,35.9,42.8,37.8,34.6,31.5
Operating Income,155.7,226.3,156.4,176.2,-16.7,-183.8,75.6,-176.4,,,29.5,65.0,-6.45,-49.1,-41.5,-36.2,-49.6,-51.4,4.12,30.8
Net Income,98.7,164.3,72.6,239.1,-45.2,-280.1,30.4,-163.3,,,5.46,44.3,-5.34,-47.0,-26.6,-37.1,-52.6,-56.4,3.10,12.9
EBITDA,269.4,372.8,357.3,393.7,249.7,104.2,391.7,145.5,,,108.4,145.6,74.1,31.3,37.1,43.6,33.5,30.2,83.9,82.3
Gross Profit Margin,31.7%,30.0%,25.1%,32.6%,18.8%,-3.0%,19.9%,-1.2%,,,24.2%,25.5%,13.5%,-3.0%,0.7%,-0.1%,-3.0%,-5.3%,11.6%,20.7%
