,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,21.8,23.9,37.8,39.3,36.6,49.8,39.4,31.8,,,48.8,49.6,41.8,36.4,39.5,37.9,35.5,30.8,29.9,32.3
Earnings per Share,2.01,2.00,2.86,4.23,2.57,2.62,3.59,2.95,,,0.84,0.96,0.78,0.69,0.34,1.12,0.80,0.38,0.67,0.51
Revenue per Share,20.8,21.4,22.4,26.7,25.8,25.8,27.1,28.1,,,6.58,7.25,6.74,6.57,6.87,7.55,7.14,6.48,6.51,6.53
Dividend per Share,1.00,1.50,1.50,2.00,2.00,2.00,2.00,2.00,,,1.00,0.00,1.00,,1.00,0.00,1.00,,0.65,0.00
Capital Expenditures per Share,1.74,1.84,1.77,1.01,2.02,0.98,1.17,2.37,,,0.34,0.40,0.30,0.30,0.47,0.61,0.99,0.44,0.29,0.44
Book Value per Share,18.1,18.5,20.6,22.8,24.1,24.8,25.7,26.2,,,25.2,26.0,25.7,25.8,25.7,26.4,26.2,26.4,25.6,25.9
Price to Earnings Ratio,10.7,12.6,8.92,9.75,13.1,16.2,11.5,12.1,,,13.1,13.1,11.5,10.5,14.0,11.5,12.1,9.39,9.60,13.3
Price to Book Value Ratio,1.21,1.35,1.48,1.93,1.48,1.90,1.25,1.18,,,1.89,1.71,1.25,1.28,1.54,1.25,1.18,0.97,1.10,1.33
EV to EBITDA,3.33,7.34,5.33,7.53,4.74,7.82,7.27,5.63,,,6.34,8.00,7.27,5.89,6.39,6.07,5.63,5.48,4.53,4.41
Dividend Payout Ratio,49.7%,75.0%,52.5%,47.3%,77.9%,76.5%,55.7%,67.8%,,,29.8%,0.0%,27.9%,,36.3%,0.0%,33.9%,,21.9%,0.0%
Common Shares Outstanding,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9,,,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9
Total Revenue,"16,719","17,249","18,020","21,482","20,766","20,783","21,846","22,640",,,"5,298","5,836","5,428","5,285","5,531","6,079","5,744","5,214","5,237","5,256"
"Cost of Revenue, Total","14,261","15,550","15,683","18,381","17,491","17,647","18,336","19,061",,,"4,467","4,914","4,561","4,635","4,711","4,932","4,783","4,734","4,486","4,548"
Gross Profit,"2,458","1,699","2,337","3,101","3,276","3,136","3,510","3,579",,,831.6,921.6,866.6,649.5,820.4,"1,147",961.6,480.3,750.8,707.7
"Selling/General/Administrative Expenses, Total",941.5,"1,013",904.9,"1,009","1,115","1,167","1,220","1,269",,,292.8,289.7,335.5,304.6,318.3,330.2,316.4,314.2,343.2,326.7
Operating Income,"1,490",597.8,"1,370","2,092","2,161","1,969","2,290","2,309",,,538.7,631.9,531.2,344.9,502.1,817.0,645.2,166.1,407.6,381.0
Net Income,"1,618","1,610","2,301","3,405","2,066","2,105","2,888","2,375",,,675.6,769.5,625.1,553.4,270.1,904.8,646.9,303.3,535.7,407.2
EBITDA,"2,678","1,823","2,555","3,213","3,325","3,142","3,365","3,410",,,800.9,901.3,789.5,608.3,766.5,"1,100",942.2,452.2,691.9,661.0
Gross Profit Margin,14.7%,9.8%,13.0%,14.4%,15.8%,15.1%,16.1%,15.8%,,,15.7%,15.8%,16.0%,12.3%,14.8%,18.9%,16.7%,9.2%,14.3%,13.5%
Operating Margin,8.9%,3.5%,7.6%,9.7%,10.4%,9.5%,10.5%,10.2%,,,10.2%,10.8%,9.8%,6.5%,9.1%,13.4%,11.2%,3.2%,7.8%,7.2%
Net Profit Margin,9.7%,9.3%,12.8%,15.9%,10.0%,10.1%,13.2%,10.5%,,,12.8%,13.2%,11.5%,10.5%,4.9%,14.9%,11.3%,5.8%,10.2%,7.7%
Return on Assets,9.3%,9.0%,12.1%,16.1%,9.1%,9.0%,12.0%,9.5%,,,11.1%,11.8%,11.7%,10.8%,9.0%,9.4%,9.3%,8.4%,9.6%,7.7%
Return on Equity,11.1%,10.8%,13.9%,18.5%,10.6%,10.5%,14.0%,11.3%,,,3.3%,3.7%,3.0%,2.7%,1.3%,4.3%,3.1%,1.4%,2.6%,1.9%
Return on Total Capital,11.1%,10.8%,13.9%,18.5%,10.6%,10.5%,14.0%,11.3%,,,13.3%,13.9%,14.0%,12.6%,10.7%,11.1%,11.3%,10.0%,11.6%,9.1%
