,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.53,4.72,5.63,12.8,10.1,9.05,7.55,6.93,,,9.23,8.65,7.98,7.55,7.63,7.55,7.05,7.25,7.63,6.90
Earnings per Share,0.37,0.30,0.11,0.59,0.42,0.28,0.30,0.43,,,0.052,0.095,0.043,0.15,0.15,0.12,0.006,0.063,0.13,0.17
Revenue per Share,6.72,8.81,7.22,4.50,4.80,4.51,4.60,5.27,,,1.21,1.12,1.09,1.25,1.36,1.22,1.44,1.63,1.60,1.85
Dividend per Share,0.091,0.091,0.10,0.21,0.051,0.060,0.070,0.12,,,,,0.070,,0.060,0.00,0.060,,0.10,0.00
Capital Expenditures per Share,0.19,0.28,0.19,1.46,1.39,0.35,0.095,0.21,,,0.041,0.010,0.030,0.011,0.029,0.039,0.13,0.088,0.061,0.063
Book Value per Share,3.87,4.31,4.35,4.82,4.96,6.84,6.97,8.16,,,6.95,6.93,6.97,6.98,7.06,7.62,8.16,8.22,8.29,8.45
Price to Earnings Ratio,10.9,16.7,38.4,12.8,25.3,25.5,24.3,16.5,,,27.7,23.7,24.3,22.0,16.6,15.1,16.5,20.4,23.8,19.3
Price to Book Value Ratio,1.02,1.18,0.96,1.99,2.22,1.15,1.07,0.83,,,1.22,1.05,1.07,1.02,1.01,0.92,0.83,0.86,0.87,0.82
EV to EBITDA,6.84,12.2,11.4,9.08,16.3,16.3,12.9,10.6,,,14.1,13.7,12.9,11.9,10.3,10.1,10.6,11.4,0.00,11.2
Dividend Payout Ratio,24.8%,30.4%,92.6%,35.1%,12.3%,21.6%,23.0%,27.9%,,,,,23.0%,,13.7%,0.0%,14.0%,,31.2%,0.0%
Common Shares Outstanding,348.5,348.5,348.5,348.5,348.5,383.3,383.3,383.3,,,383.3,383.3,383.3,383.3,383.3,383.3,383.3,383.3,383.3,383.3
Total Revenue,"2,343","3,071","2,517","1,569","1,672","1,728","1,763","2,022",,,463.0,430.2,417.9,479.0,523.1,466.0,553.6,624.5,612.2,709.6
