,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.55,9.25,8.43,7.23,5.53,5.51,3.93,3.71,,,5.28,5.14,4.80,4.40,3.80,3.28,3.43,3.91,3.85,3.34
Earnings per Share,0.54,0.41,0.53,0.61,0.45,0.50,0.35,-0.38,,,0.089,0.11,0.079,0.062,-0.017,0.054,-0.48,0.058,0.094,0.075
Revenue per Share,9.50,8.41,10.9,11.7,7.66,7.39,6.83,7.68,,,1.59,1.91,1.87,1.99,1.61,1.63,2.45,1.61,2.05,2.11
Dividend per Share,0.33,0.33,0.45,0.50,0.33,0.35,0.25,0.20,,,,,0.25,,,,0.20,,,
Capital Expenditures per Share,0.11,0.078,0.065,0.082,0.071,0.084,0.089,0.10,,,0.036,0.015,0.027,0.035,0.014,0.043,0.013,0.031,0.027,0.012
Book Value per Share,3.83,3.94,4.15,4.35,4.29,4.48,4.47,3.87,,,4.29,4.39,4.47,4.54,4.27,4.33,3.87,3.93,3.82,3.90
Price to Earnings Ratio,9.12,16.1,13.7,13.9,11.6,11.5,13.6,,,,12.3,14.6,13.6,12.6,14.9,17.3,,,,
Price to Book Value Ratio,1.28,1.81,2.00,1.89,1.28,1.27,1.02,0.90,,,1.20,1.11,1.02,0.89,0.81,0.65,0.90,0.94,0.91,0.84
EV to EBITDA,9.88,10.6,7.38,9.94,5.83,6.41,7.44,5.25,,,6.61,7.48,7.44,7.87,6.42,5.69,5.25,8.61,8.40,6.75
Dividend Payout Ratio,61.2%,80.5%,85.3%,81.6%,74.1%,69.7%,71.7%,-53.1%,,,,,71.7%,,,,-52.9%,,,
Common Shares Outstanding,438.3,439.4,440.4,441.5,441.5,441.5,441.5,441.5,,,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5
Total Revenue,"4,164","3,696","4,791","5,176","3,382","3,260","3,017","3,392",,,703.9,845.2,826.4,878.1,710.4,720.2,"1,083",708.6,903.7,933.3
"Cost of Revenue, Total","3,315","2,851","3,810","4,171","2,540","2,527","2,336","2,725",,,557.2,658.3,625.8,725.1,567.3,561.3,871.3,562.9,716.6,753.2
Gross Profit,849.1,845.0,980.3,"1,005",842.7,733.1,681.0,666.5,,,146.7,186.9,200.6,153.0,143.1,158.9,211.5,145.7,187.1,180.1
"Selling/General/Administrative Expenses, Total",562.1,592.6,679.7,658.7,565.1,520.9,483.8,540.0,,,103.0,121.8,150.0,114.7,101.6,122.8,200.9,111.3,131.5,130.9
Operating Income,287.0,252.4,300.6,346.4,277.6,212.2,197.2,126.5,,,43.8,65.0,50.6,38.3,41.5,36.2,10.6,34.5,55.6,49.2
Net Income,202.3,181.2,232.2,270.4,196.5,221.8,154.0,-166.1,,,39.3,47.5,34.7,27.3,-7.37,23.7,-210.5,25.8,41.5,32.9
EBITDA,325.5,297.5,350.9,395.4,325.5,253.1,239.1,168.3,,,56.7,77.5,55.8,49.9,53.1,47.5,20.8,43.8,65.4,58.8
Gross Profit Margin,20.4%,22.9%,20.5%,19.4%,24.9%,22.5%,22.6%,19.7%,,,20.8%,22.1%,24.3%,17.4%,20.1%,22.1%,19.5%,20.6%,20.7%,19.3%
Operating Margin,6.9%,6.8%,6.3%,6.7%,8.2%,6.5%,6.5%,3.7%,,,6.2%,7.7%,6.1%,4.4%,5.8%,5.0%,1.0%,4.9%,6.2%,5.3%
Net Profit Margin,4.9%,4.9%,4.8%,5.2%,5.8%,6.8%,5.1%,-4.9%,,,5.6%,5.6%,4.2%,3.1%,-1.0%,3.3%,-19.4%,3.6%,4.6%,3.5%
Return on Assets,6.7%,4.8%,6.8%,8.1%,5.9%,6.9%,4.6%,-5.0%,,,6.3%,5.1%,4.8%,4.6%,3.4%,2.7%,-5.3%,-5.3%,-3.8%,-3.4%
Return on Equity,12.0%,10.5%,12.7%,14.1%,10.4%,11.2%,7.8%,-9.7%,,,2.1%,2.4%,1.8%,1.4%,-0.4%,1.2%,-12.3%,1.5%,2.5%,1.9%
Return on Total Capital,12.0%,10.3%,12.7%,14.0%,10.3%,11.2%,7.8%,-9.7%,,,9.6%,7.7%,7.8%,7.4%,5.4%,4.1%,-9.8%,-9.7%,-7.1%,-6.4%
SG&A to Sale,13.5%,16.0%,14.2%,12.7%,16.7%,16.0%,16.0%,15.9%,,,14.6%,14.4%,18.1%,13.1%,14.3%,17.0%,18.6%,15.7%,14.6%,14.0%
Depreciation & Amortisation,38.4,45.1,50.3,49.0,47.8,40.9,41.9,41.8,,,12.9,12.5,5.19,11.6,11.6,11.4,10.3,9.36,9.80,9.70
Tax Rate,21.6%,19.2%,17.6%,17.9%,20.5%,19.9%,18.3%,-12.5%,,,14.1%,20.7%,22.6%,22.2%,662.2%,29.2%,3.3%,21.5%,23.2%,30.2%
Current Ratio,1.36,1.47,1.80,1.74,2.02,1.99,1.96,1.90,,,2.29,2.25,1.96,2.23,2.23,2.32,1.90,2.12,1.97,1.91
Quick Ratio,1.00,1.00,1.18,1.22,1.44,1.38,1.27,1.26,,,1.55,1.55,1.27,1.58,1.56,1.54,1.26,1.36,1.31,1.18
Days Inventory Outstanding,73.6,87.9,61.0,50.2,81.3,75.9,92.7,85.8,,,79.4,79.3,96.3,83.5,69.9,74.1,74.8,93.5,95.4,100.8
Days Sale Outstanding,186.2,185.9,102.4,130.9,153.5,119.1,183.3,195.3,,,137.8,160.0,183.3,175.6,158.9,159.6,195.3,182.4,185.6,175.5
Days Payable Outstanding,39.8,51.5,47.1,43.8,73.8,75.7,89.7,78.8,,,44.5,54.8,77.4,64.3,49.9,55.7,63.1,41.7,0.36,0.14
Cash Conversion Cycle,181.7,222.8,140.2,117.6,189.5,136.9,158.6,190.0,,,153.8,173.3,184.7,215.3,184.1,186.0,171.1,289.9,276.6,277.6
Debt to Asset Ratio,0.57,0.53,0.42,0.45,0.39,0.40,0.41,0.48,,,0.34,0.35,0.41,0.36,0.36,0.35,0.48,0.43,0.46,0.48
Debt to Equity Ratio,1.31,1.13,0.72,0.84,0.65,0.68,0.70,0.94,,,0.52,0.55,0.70,0.56,0.56,0.54,0.94,0.76,0.87,0.94
Interest Coverage Ratio,10.7,9.45,21.4,34.1,49.8,69.9,70.3,56.9,,,82.6,89.8,51.3,52.1,71.4,83.7,22.3,45.9,71.3,47.5
Cash and Short Term Investments,111.5,133.0,330.9,243.8,360.0,951.5,335.9,395.5,,,292.1,203.1,335.9,257.3,248.8,274.1,395.5,225.3,196.1,184.4
"Total Receivables, Net","2,124","1,883","1,343","1,856","1,422","1,063","1,515","1,815",,,"1,218","1,430","1,515","1,566","1,420","1,371","1,815","1,610","1,737","1,745"
Total Inventory,659.3,714.4,558.3,589.4,542.3,508.1,678.9,601.6,,,553.9,553.4,678.9,495.4,490.9,515.6,601.6,710.9,706.2,897.5
Total Current Assets,"2,924","2,769","2,274","2,725","2,364","2,558","2,568","2,852",,,"2,091","2,218","2,568","2,355","2,193","2,187","2,852","2,580","2,665","2,853"
"Property/Plant/Equipment, Total - Net",160.1,149.4,150.5,136.3,119.3,115.0,110.2,74.7,,,113.7,109.5,110.2,114.8,112.7,119.7,74.7,78.4,80.5,75.8
Total Assets,"3,881","3,705","3,160","3,546","3,141","3,328","3,370","3,330",,,"2,882","3,008","3,370","3,143","2,954","2,955","3,330","3,075","3,173","3,354"
Accounts Payable,292.1,512.6,471.7,530.2,496.2,552.6,595.4,580.7,,,369.6,395.5,595.4,309.2,395.6,361.0,580.7,5.35,,2.23
Accrued Expenses,63.2,125.2,129.4,199.9,199.4,203.6,159.0,181.8,,,69.7,89.3,159.0,46.3,50.4,64.7,181.8,43.7,69.8,92.2
Debt Due,"1,288",583.2,249.3,406.9,39.6,9.01,0.78,0.00,,,8.10,8.16,0.78,85.1,0.66,0.59,0.00,0.00,2.14,64.5
Total Current Liabilities,"2,143","1,882","1,263","1,562","1,168","1,284","1,312","1,499",,,914.0,987.2,"1,312","1,055",983.0,942.1,"1,499","1,214","1,352","1,496"
Long Term Debt,9.23,32.4,4.39,7.22,4.31,1.42,0.65,,,,1.00,0.78,0.65,0.60,0.45,0.30,,,4.45,4.45
Total Liabilities,"2,193","1,964","1,321","1,612","1,225","1,344","1,383","1,598",,,981.9,"1,058","1,383","1,129","1,061","1,025","1,598","1,317","1,463","1,611"
Common Stock,438.3,439.4,440.4,441.5,441.5,441.5,441.5,441.5,,,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5
Additional Paid-In Capital,977.9,980.8,983.8,986.7,986.7,986.7,986.7,986.7,,,986.7,986.7,986.7,986.7,986.7,986.7,986.7,986.7,986.7,986.7
Retained Earnings (Accumulated Deficit),263.1,311.7,404.6,490.3,467.1,546.9,546.4,270.6,,,462.7,510.1,546.4,573.7,456.0,479.7,270.6,296.4,249.6,282.5
Shareholders' Equity,"1,679","1,732","1,829","1,919","1,896","1,977","1,975","1,708",,,"1,892","1,939","1,975","2,002","1,885","1,912","1,708","1,734","1,687","1,720"
Cash from Operating Activities,-530.8,997.5,752.9,-5.77,744.1,711.4,-384.1,138.6,,,-87.1,-75.6,165.7,-164.7,207.9,35.3,60.1,-143.7,76.8,-69.3
Cash from Investing Activities,-38.1,-33.7,-163.2,62.2,-236.9,-414.5,491.6,95.1,,,258.8,77.6,-67.7,46.5,-26.8,13.4,62.0,-1.29,-18.4,16.3
Cash from Financing Activities,576.5,-934.4,-525.1,-53.3,-597.9,-156.4,-162.4,-95.8,,,-157.9,2.46,-8.23,84.0,-199.0,8.38,10.9,,-83.2,62.1
Net Change in Cash,7.60,29.4,64.6,3.07,-90.7,140.5,-54.9,137.9,,,13.8,4.49,89.8,-34.2,-17.9,57.0,133.0,-145.0,-24.8,8.97
Free Cashflows,-577.5,963.1,724.2,-41.9,712.7,674.3,-423.2,92.6,,,-102.9,-82.1,153.8,-180.0,201.9,16.5,54.3,-157.3,64.7,-74.8
Free Cashflow per Share,-1.32,2.19,1.64,-0.095,1.61,1.53,-0.96,0.21,,,-0.23,-0.19,0.35,-0.41,0.46,0.037,0.12,-0.36,0.15,-0.17
