,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,,10.1,,,,,,,,,,10.9,9.75,9.00
Earnings per Share,,,,,-0.089,-0.090,0.070,0.74,,,-0.21,0.079,0.079,0.49,0.074,0.11,0.14,0.18,0.034,0.032
Revenue per Share,,,,,3.06,3.79,5.42,7.60,,,,1.69,1.69,,1.73,,1.69,1.57,1.27,1.33
Dividend per Share,,,,,0.00,0.00,0.00,0.38,,,,0.00,0.00,,0.080,,0.15,0.00,,
Capital Expenditures per Share,,,,,0.00,0.00,0.49,0.18,,,,0.24,0.24,,0.044,,0.091,0.085,0.10,0.10
Book Value per Share,,,,,1.48,3.55,3.62,4.19,,,,3.62,3.62,,4.07,,4.19,4.27,6.49,6.52
Price to Earnings Ratio,,,,,,,,,,,,,,,,,,18.5,20.4,22.3
Price to Book Value Ratio,,,,,,,,,,,,,,,,,,2.32,1.42,1.30
EV to EBITDA,,,,,,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.6,8.62,8.08
Dividend Payout Ratio,,,,,0.0%,0.0%,0.0%,51.9%,,,,0.0%,0.0%,,11.1%,,18.4%,0.0%,,
Common Shares Outstanding,,,,,319.7,319.7,319.7,319.7,,,,319.7,319.7,,319.7,,319.7,319.7,319.7,319.7
Total Revenue,,,,,977.0,"1,210","1,731","2,431",,,286.2,540.2,540.2,799.3,552.8,496.3,539.5,501.3,407.1,423.8
"Cost of Revenue, Total",,,,,641.0,821.7,"1,134","1,555",,,193.0,363.1,363.1,497.4,381.0,323.8,338.0,288.8,274.5,289.9
Gross Profit,,,,,336.0,406.6,597.2,876.1,,,93.2,177.1,177.1,301.9,171.9,172.5,201.5,212.5,132.5,133.9
"Selling/General/Administrative Expenses, Total",,,,,271.7,327.4,445.0,478.5,,,124.8,112.9,112.9,122.8,117.6,111.6,119.4,125.5,107.0,106.5
Operating Income,,,,,64.3,79.2,152.2,397.6,,,-31.6,64.2,64.2,179.2,54.3,60.9,82.1,87.0,25.5,27.4
Net Income,,,,,-18.0,-17.9,22.2,235.8,,,-50.8,25.2,25.2,121.0,23.6,26.9,45.6,58.1,10.1,10.3
