,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.58,1.10,1.71,1.69,0.72,0.61,0.63,0.44,,,0.61,0.60,0.67,0.61,0.58,0.55,0.52,0.47,0.40,0.36
Earnings per Share,0.039,0.065,0.10,0.14,0.060,0.030,0.040,0.030,,,0.006,0.007,0.000,0.005,0.009,0.010,0.007,0.007,0.006,0.007
Revenue per Share,0.39,0.50,0.62,0.87,0.54,0.24,0.20,0.24,,,0.047,0.048,0.047,0.046,0.061,0.073,0.056,0.058,0.058,0.059
Dividend per Share,0.024,0.041,0.10,0.14,0.040,0.008,0.045,0.015,,,,,0.045,,,,0.015,,,
Capital Expenditures per Share,0.028,0.026,0.078,0.030,0.013,0.009,0.002,0.007,,,0.00,0.00,0.000,0.004,0.001,0.001,0.001,0.006,0.001,0.004
Book Value per Share,0.35,0.39,0.45,0.50,0.44,0.44,0.47,0.44,,,0.45,0.46,0.47,0.46,0.42,0.43,0.44,0.44,0.43,0.44
Price to Earnings Ratio,9.27,13.9,12.1,17.7,10.5,19.0,15.9,17.3,,,13.0,13.4,15.0,32.9,27.6,21.3,16.5,11.7,12.6,12.5
Price to Book Value Ratio,0.99,2.95,2.63,4.00,1.39,1.33,1.35,1.12,,,1.32,1.26,1.35,1.16,1.35,1.16,1.12,0.95,0.83,0.77
EV to EBITDA,4.57,7.88,7.40,9.37,4.31,9.83,14.9,10.9,,,13.2,15.7,14.9,21.9,16.9,12.4,10.9,9.04,8.55,7.89
Dividend Payout Ratio,60.9%,63.1%,99.0%,103.0%,66.7%,26.7%,112.0%,50.0%,,,,,105.4%,,,,47.6%,,,
Common Shares Outstanding,"2,080","2,080","2,110","2,137","2,140","4,285","4,752","5,204",,,"4,748","4,752","4,752","5,204","5,204","5,204","5,204","5,300","5,386","5,386"
Total Revenue,820.8,"1,030","1,311","1,863","1,152","1,013",932.1,"1,232",,,223.7,229.3,223.1,241.7,318.2,381.4,290.2,309.2,314.6,319.0
"Cost of Revenue, Total",554.2,671.9,798.8,"1,207",708.6,629.1,604.3,805.4,,,144.0,147.9,152.2,158.8,207.0,251.7,187.8,202.5,208.7,211.9
Gross Profit,266.6,357.8,512.5,655.5,443.6,383.9,327.8,426.2,,,79.7,81.4,70.9,82.8,111.2,129.7,102.4,106.7,105.9,107.0
"Selling/General/Administrative Expenses, Total",158.8,194.0,256.2,251.6,227.9,230.6,206.2,237.7,,,51.2,50.3,49.4,55.2,59.4,65.7,57.5,63.9,69.9,60.8
Operating Income,107.8,163.9,256.3,403.9,215.7,153.2,121.6,188.4,,,28.5,31.1,21.5,27.7,51.8,64.0,44.9,42.8,36.0,46.2
Net Income,83.9,139.8,215.4,328.8,176.2,138.1,223.3,163.1,,,27.8,32.5,23.4,26.4,44.6,53.4,38.7,36.4,29.5,39.4
EBITDA,146.4,204.0,303.0,458.9,275.9,217.3,181.6,241.8,,,28.5,31.1,38.3,41.1,65.2,77.4,58.1,55.5,48.3,58.6
Gross Profit Margin,32.5%,34.8%,39.1%,35.2%,38.5%,37.9%,35.2%,34.6%,,,35.6%,35.5%,31.8%,34.3%,34.9%,34.0%,35.3%,34.5%,33.7%,33.6%
Operating Margin,13.1%,15.9%,19.5%,21.7%,18.7%,15.1%,13.0%,15.3%,,,12.7%,13.6%,9.6%,11.4%,16.3%,16.8%,15.5%,13.9%,11.4%,14.5%
Net Profit Margin,10.2%,13.6%,16.4%,17.6%,15.3%,13.6%,24.0%,13.2%,,,12.4%,14.2%,10.5%,10.9%,14.0%,14.0%,13.4%,11.8%,9.4%,12.4%
Return on Assets,10.1%,14.8%,18.4%,24.4%,12.8%,7.9%,9.7%,6.5%,,,8.8%,8.9%,9.1%,4.3%,4.8%,5.8%,6.5%,6.7%,6.1%,5.6%
Return on Equity,11.7%,17.1%,22.7%,30.8%,18.8%,7.4%,10.1%,7.1%,,,1.3%,1.5%,1.1%,1.1%,2.0%,2.4%,1.7%,1.5%,1.3%,1.7%
Return on Total Capital,11.7%,16.8%,21.2%,28.5%,17.9%,7.4%,10.1%,7.1%,,,9.9%,9.8%,10.1%,4.6%,5.8%,6.6%,7.1%,7.4%,6.8%,6.1%
SG&A to Sale,19.3%,18.8%,19.5%,13.5%,19.8%,22.8%,22.1%,19.3%,,,22.9%,21.9%,22.1%,22.8%,18.7%,17.2%,19.8%,20.7%,22.2%,19.1%
Depreciation & Amortisation,38.6,40.1,46.7,55.0,60.2,64.1,60.0,53.4,,,,,16.8,13.4,13.4,13.4,13.2,12.6,12.3,12.4
Tax Rate,29.0%,24.6%,20.4%,20.0%,20.5%,20.4%,21.1%,21.2%,,,20.1%,23.5%,23.1%,26.7%,20.5%,20.2%,19.0%,21.6%,21.9%,19.5%
Current Ratio,3.12,2.54,2.32,3.09,1.98,5.86,9.42,9.28,,,7.59,9.09,9.42,9.48,5.03,10.2,9.28,9.43,10.0,11.9
Quick Ratio,0.87,0.73,0.60,0.58,0.40,2.20,2.59,0.74,,,2.64,2.66,2.59,0.63,0.39,0.88,0.74,0.90,0.89,0.94
Days Inventory Outstanding,132.6,142.9,169.0,132.8,232.5,380.2,646.9,663.3,,,628.4,706.2,750.6,923.1,959.0,804.5,750.3,703.0,692.6,743.7
