,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.95,6.45,8.05,6.03,7.07,11.1,12.9,10.3,,,9.55,13.5,15.9,13.0,12.5,11.0,10.5,10.9,9.75,9.60
Earnings per Share,0.54,0.45,0.87,-0.28,0.61,0.61,1.53,0.47,,,-0.036,0.46,0.48,0.055,0.42,0.40,-0.40,0.30,-0.060,-0.12
Revenue per Share,20.6,25.8,35.4,33.6,31.6,26.2,32.2,37.3,,,7.28,7.65,9.45,8.48,8.70,10.4,9.66,9.60,9.08,8.27
Dividend per Share,0.23,0.20,0.30,0.18,0.25,0.25,0.75,0.45,,,0.25,0.00,0.50,,0.25,0.00,0.20,,0.10,0.00
Capital Expenditures per Share,0.80,0.82,0.78,0.37,0.53,1.31,0.91,1.29,,,0.15,0.39,0.23,0.15,0.21,0.40,0.54,0.096,0.30,0.12
Book Value per Share,3.69,3.97,4.88,4.49,5.25,5.26,6.06,5.43,,,5.46,5.62,6.06,5.97,5.95,5.90,5.43,5.69,5.76,5.49
Price to Earnings Ratio,15.4,16.2,10.1,,8.48,10.8,10.1,21.0,,,7.73,6.97,10.1,10.3,8.46,6.51,20.9,13.0,34.2,
Price to Book Value Ratio,2.08,1.69,2.02,1.29,1.07,1.24,2.39,1.69,,,1.82,2.16,2.39,1.54,2.08,1.44,1.69,1.76,1.57,1.77
EV to EBITDA,12.0,12.3,10.7,26.3,6.01,6.69,7.13,14.0,,,5.83,5.98,7.13,8.86,6.50,6.58,14.0,10.0,15.8,34.7
Dividend Payout Ratio,41.6%,44.6%,34.4%,-62.5%,41.2%,41.1%,49.0%,94.9%,,,24.2%,0.0%,32.7%,,17.6%,0.0%,42.0%,,40.7%,0.0%
Common Shares Outstanding,"1,838","1,838","1,838","1,838","1,838","1,838","1,838","1,838",,,"1,838","1,838","1,838","1,838","1,838","1,838","1,838","1,838","1,838","1,838"
Total Revenue,"37,907","47,337","65,021","61,759","58,082","48,161","59,152","68,522",,,"13,372","14,067","17,372","15,594","15,982","19,193","17,754","17,649","16,688","15,204"
"Cost of Revenue, Total","35,957","45,264","62,682","60,924","55,045","45,270","54,198","66,131",,,"13,081","12,760","15,658","15,125","14,928","17,965","18,113","16,642","16,385","14,858"
Gross Profit,"1,950","2,074","2,339",834.4,"3,037","2,891","4,955","2,391",,,290.9,"1,307","1,714",468.8,"1,055","1,227",-359.5,"1,007",303.5,345.7
"Selling/General/Administrative Expenses, Total",901.0,926.5,"1,231","1,224","1,503","1,432","1,425","1,505",,,339.3,312.0,445.2,338.3,341.7,340.9,484.3,353.8,402.4,340.7
