,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.65,1.08,1.70,2.65,5.45,4.32,3.15,2.39,,,4.18,3.80,3.57,3.51,3.27,2.85,2.56,2.40,2.36,2.16
Earnings per Share,0.034,0.051,0.091,0.096,0.12,0.096,0.11,0.093,,,0.021,0.038,0.032,0.029,0.023,0.019,0.022,0.003,0.017,0.003
Revenue per Share,0.48,0.57,0.67,0.73,0.83,0.87,0.94,0.99,,,0.22,0.26,0.24,0.25,0.24,0.25,0.25,0.23,0.25,0.25
Dividend per Share,0.019,0.025,,,,0.046,0.047,0.052,,,,,0.047,,,,0.052,,,
Capital Expenditures per Share,0.029,0.023,0.047,0.12,0.11,0.32,0.25,0.083,,,0.20,0.020,0.016,0.034,0.017,0.021,0.012,0.033,0.12,0.023
Book Value per Share,0.32,0.42,0.51,0.58,0.68,0.88,0.89,0.90,,,0.82,0.86,0.89,0.85,0.87,0.90,0.90,0.91,0.94,0.93
Price to Earnings Ratio,15.2,15.9,13.4,19.7,31.7,47.3,31.6,25.1,,,40.0,36.4,31.6,28.5,26.5,25.7,25.1,34.2,35.2,45.7
Price to Book Value Ratio,1.73,2.86,3.00,3.24,6.22,4.95,3.76,2.60,,,4.92,4.11,3.76,3.75,3.65,2.62,2.60,2.56,2.42,2.18
EV to EBITDA,9.32,8.70,7.52,11.7,15.6,24.5,17.9,15.2,,,22.2,21.0,17.9,16.2,16.3,16.6,15.2,18.0,19.8,18.9
Dividend Payout Ratio,56.5%,48.7%,,,,47.7%,42.9%,55.7%,,,,,42.9%,,,,55.7%,,,
Common Shares Outstanding,"4,023","4,023","4,023","4,023","4,023","4,023","4,023","4,023",,,"4,023","4,023","4,023","4,023","4,023","4,023","4,023","4,023","4,023","4,023"
Total Revenue,"1,942","2,273","2,688","2,942","3,331","3,505","3,775","3,966",,,883.3,"1,046",980.6,"1,019",975.1,985.8,986.5,920.5,"1,010","1,003"
"Cost of Revenue, Total","1,380","1,579","1,750","1,951","2,127","2,342","2,557","2,832",,,613.7,662.8,679.3,692.3,683.8,740.6,715.1,741.4,748.5,768.1
Gross Profit,562.4,693.9,938.0,991.1,"1,203","1,163","1,218","1,134",,,269.5,382.8,301.4,326.8,291.3,245.2,271.3,179.1,261.9,235.4
"Selling/General/Administrative Expenses, Total",283.3,301.1,306.6,351.6,398.8,471.3,487.2,512.3,,,128.4,124.0,105.3,129.3,139.4,114.6,129.0,133.4,147.1,120.5
Operating Income,279.1,392.8,631.4,639.5,804.7,691.8,731.2,621.9,,,141.1,258.7,196.1,197.5,151.9,130.6,142.3,45.8,114.8,114.9
Net Income,135.4,206.6,367.0,386.9,500.8,387.7,440.5,375.4,,,84.2,153.3,128.3,114.8,92.3,78.2,90.0,10.1,68.5,12.6
EBITDA,389.9,517.9,762.1,779.2,968.3,890.7,959.2,869.4,,,198.0,316.4,254.5,256.8,213.8,192.8,206.3,110.1,179.4,179.9
Gross Profit Margin,29.0%,30.5%,34.9%,33.7%,36.1%,33.2%,32.3%,28.6%,,,30.5%,36.6%,30.7%,32.1%,29.9%,24.9%,27.5%,19.5%,25.9%,23.5%
Operating Margin,14.4%,17.3%,23.5%,21.7%,24.2%,19.7%,19.4%,15.7%,,,16.0%,24.7%,20.0%,19.4%,15.6%,13.2%,14.4%,5.0%,11.4%,11.5%
Net Profit Margin,7.0%,9.1%,13.7%,13.2%,15.0%,11.1%,11.7%,9.5%,,,9.5%,14.7%,13.1%,11.3%,9.5%,7.9%,9.1%,1.1%,6.8%,1.3%
Return on Assets,4.5%,5.6%,7.9%,7.3%,8.6%,5.4%,5.1%,4.3%,,,5.1%,4.9%,5.0%,5.5%,5.6%,4.7%,4.3%,2.9%,2.5%,1.8%
Return on Equity,10.4%,12.3%,17.9%,16.6%,18.3%,11.0%,12.3%,10.4%,,,2.6%,4.4%,3.6%,3.3%,2.6%,2.2%,2.5%,0.3%,1.8%,0.3%
Return on Total Capital,9.7%,10.0%,14.6%,14.7%,16.9%,9.5%,9.5%,8.5%,,,9.0%,9.3%,9.5%,10.9%,11.1%,9.3%,8.5%,6.1%,5.4%,3.8%
SG&A to Sale,14.6%,13.2%,11.4%,11.9%,12.0%,13.4%,12.9%,12.9%,,,14.5%,11.9%,10.7%,12.7%,14.3%,11.6%,13.1%,14.5%,14.6%,12.0%
Depreciation & Amortisation,110.9,125.1,130.7,139.7,163.6,198.9,228.0,247.4,,,56.9,57.7,58.3,59.3,61.8,62.2,64.0,64.4,64.6,65.0
Tax Rate,30.4%,23.4%,19.4%,19.3%,19.7%,22.6%,17.8%,18.2%,,,15.3%,18.8%,16.8%,17.8%,19.7%,18.2%,17.3%,28.5%,9.8%,56.8%
Current Ratio,0.36,0.51,0.87,0.72,0.69,0.46,0.54,0.52,,,0.46,0.52,0.54,0.49,0.48,0.51,0.52,0.52,0.44,0.53
Quick Ratio,0.20,0.30,0.61,0.52,0.44,0.29,0.28,0.33,,,0.30,0.33,0.28,0.30,0.30,0.34,0.33,0.28,0.29,0.28
Days Inventory Outstanding,20.9,20.0,18.9,17.9,15.9,14.7,14.8,14.6,,,16.1,15.8,15.6,14.7,14.3,14.2,14.5,14.6,14.1,13.6
Days Sale Outstanding,39.7,48.5,96.8,92.2,69.7,52.9,51.3,64.0,,,57.7,62.1,51.3,57.8,57.2,66.0,64.0,72.3,69.4,70.9
Days Payable Outstanding,32.8,33.9,33.1,31.1,30.6,29.3,28.7,26.9,,,28.6,28.6,29.4,28.7,27.7,28.2,28.2,27.0,26.4,26.5
Cash Conversion Cycle,20.7,24.5,55.6,76.7,61.3,44.3,35.7,44.5,,,45.2,45.6,42.6,39.8,44.1,46.6,53.0,56.7,59.3,57.0
Debt to Asset Ratio,0.41,0.43,0.41,0.39,0.35,0.37,0.40,0.40,,,0.43,0.42,0.40,0.42,0.41,0.40,0.40,0.43,0.42,0.44
Debt to Equity Ratio,0.96,1.11,0.99,0.92,0.78,0.86,0.99,0.95,,,1.13,1.06,0.99,1.06,1.03,0.99,0.95,1.14,1.10,1.19
Interest Coverage Ratio,6.69,8.32,13.7,13.1,16.6,12.4,8.37,6.84,,,6.94,10.4,8.07,8.60,6.53,5.72,6.51,2.30,4.93,5.07
Cash and Short Term Investments,79.7,162.0,198.1,179.9,242.4,195.8,349.0,246.4,,,195.9,251.5,349.0,268.6,257.9,226.6,246.4,522.2,225.7,522.1
"Total Receivables, Net",211.5,302.3,712.4,743.4,635.7,507.8,530.8,695.4,,,569.4,632.4,530.8,622.7,630.1,716.5,695.4,766.3,741.8,762.0
Total Inventory,87.4,85.4,95.8,95.3,90.4,98.1,109.7,116.4,,,107.6,109.1,109.7,103.9,109.0,107.9,116.4,113.9,113.5,108.2
Total Current Assets,385.5,560.7,"1,014","1,029",997.9,816.6,"1,007","1,086",,,887.6,"1,007","1,007","1,022","1,018","1,082","1,086","1,440","1,124","1,420"
"Property/Plant/Equipment, Total - Net","1,853","1,909","1,997","2,306","2,591","3,628","4,372","4,455",,,"4,345","4,362","4,372","4,449","4,448","4,458","4,455","4,522","4,964","4,982"
Total Assets,"3,064","4,266","5,018","5,579","6,056","8,345","8,793","8,666",,,"8,617","8,752","8,793","8,747","8,663","8,847","8,666","9,724","9,812","10,077"
Accounts Payable,133.2,160.3,157.2,175.4,181.8,194.5,207.8,209.2,,,188.7,203.7,207.8,209.0,203.7,229.0,209.2,216.7,209.5,221.7
Accrued Expenses,97.2,121.1,116.3,116.8,124.4,123.8,139.5,144.1,,,147.2,166.9,139.5,153.5,159.6,178.9,144.1,160.5,163.5,172.0
Debt Due,743.2,688.9,728.9,993.5,"1,011","1,298","1,397","1,584",,,"1,474","1,456","1,397","1,360","1,630","1,544","1,584","1,836","1,919","1,945"
Total Current Liabilities,"1,077","1,090","1,164","1,431","1,449","1,794","1,868","2,107",,,"1,928","1,925","1,868","2,068","2,103","2,131","2,107","2,748","2,577","2,697"
Long Term Debt,100.5,402.6,473.6,305.7,230.8,546.0,"1,038",785.3,,,"1,186","1,112","1,038",974.1,911.5,847.1,785.3,755.3,833.8,"1,020"
Total Liabilities,"1,253","1,853","2,035","2,156","2,128","3,047","3,527","3,453",,,"3,727","3,654","3,527","3,634","3,590","3,580","3,453","4,183","4,138","4,428"
Common Stock,402.3,402.3,402.3,402.3,402.3,402.3,402.3,402.3,,,402.3,402.3,402.3,402.3,402.3,402.3,402.3,402.3,402.3,402.3
Additional Paid-In Capital,575.9,575.9,575.9,575.9,575.9,575.9,575.9,575.9,,,575.9,575.9,575.9,575.9,575.9,575.9,575.9,575.9,575.9,575.9
Retained Earnings (Accumulated Deficit),2.87,151.4,417.9,686.3,"1,041","1,268","1,521","1,708",,,"1,239","1,393","1,521","1,447","1,539","1,618","1,708","1,508","1,577","1,590"
Shareholders' Equity,"1,301","1,673","2,049","2,332","2,729","3,527","3,578","3,617",,,"3,285","3,448","3,578","3,437","3,486","3,619","3,617","3,673","3,765","3,731"
Cash from Operating Activities,299.5,457.3,631.5,524.3,852.6,745.9,821.6,641.9,,,29.8,266.1,358.1,157.5,133.7,189.4,161.3,207.3,140.5,220.4
Cash from Investing Activities,-129.8,-380.8,-503.9,-417.2,-486.7,"-1,154",-927.3,-327.3,,,-686.9,-93.4,-103.2,-113.6,-69.7,-46.6,-97.5,-133.1,-374.5,-120.1
Cash from Financing Activities,-253.0,-14.3,-72.7,-125.4,-303.4,355.7,265.4,-417.1,,,651.8,-117.1,-157.4,-124.3,-74.7,-174.1,-44.0,201.5,-62.5,196.0
Net Change in Cash,-83.3,62.2,54.9,-18.2,62.5,-52.6,159.7,-102.6,,,-5.29,55.6,97.5,-80.5,-10.7,-31.3,19.8,275.7,-296.5,296.4
Free Cashflows,182.7,366.0,440.4,61.5,406.6,-537.1,-185.8,306.2,,,-758.7,187.2,292.9,21.6,65.8,104.2,114.7,75.8,-335.0,127.6
Free Cashflow per Share,0.045,0.091,0.11,0.015,0.10,-0.13,-0.046,0.076,,,-0.19,0.047,0.073,0.005,0.016,0.026,0.029,0.019,-0.083,0.032
