,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.94,9.02,5.68,4.99,4.22,4.61,4.80,4.95,,,4.84,4.90,4.82,4.70,4.88,4.98,5.31,5.04,4.76,4.54
Earnings per Share,0.32,0.94,0.60,0.26,0.21,0.11,0.14,0.31,,,-0.012,0.036,0.079,0.060,0.095,0.10,0.049,0.093,0.045,0.33
Revenue per Share,3.48,5.92,5.31,3.82,3.46,3.02,3.48,4.28,,,0.74,0.96,0.90,0.92,1.14,1.16,1.06,1.11,0.96,1.08
Dividend per Share,0.21,0.50,0.17,0.15,0.15,0.090,0.14,0.25,,,,,0.14,,,,0.25,,,
Capital Expenditures per Share,0.56,0.39,0.81,0.21,0.13,0.070,0.067,0.13,,,0.014,0.039,0.011,0.046,0.027,0.027,0.027,0.048,0.041,0.050
Book Value per Share,4.34,5.07,5.17,5.26,5.33,5.31,5.36,5.53,,,5.27,5.30,5.36,5.42,5.38,5.48,5.53,5.62,5.42,5.73
Price to Earnings Ratio,16.8,12.0,9.47,19.6,18.2,37.7,32.5,15.9,,,47.2,47.2,32.5,27.7,17.0,14.3,15.9,14.4,16.0,8.37
Price to Book Value Ratio,1.37,2.19,1.13,0.91,0.75,0.77,0.90,0.90,,,0.87,0.91,0.90,0.83,0.93,0.86,0.90,0.86,0.83,0.73
EV to EBITDA,21.4,10.6,9.47,17.9,11.5,14.2,12.7,8.30,,,15.4,13.4,12.7,12.9,9.75,8.47,8.30,8.83,9.60,12.7
Dividend Payout Ratio,66.1%,53.2%,27.8%,58.2%,70.5%,81.6%,99.6%,81.4%,,,,,99.6%,,,,81.4%,,,
Common Shares Outstanding,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8,,,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8
Total Revenue,"2,055","3,500","3,138","2,255","2,042","1,783","2,055","2,530",,,434.8,569.4,534.2,546.3,673.2,683.9,626.2,654.0,569.3,639.2
"Cost of Revenue, Total","1,720","2,833","2,630","1,983","1,710","1,511","1,730","2,066",,,384.8,475.3,447.2,442.9,547.9,557.1,518.6,539.5,482.1,549.2
Gross Profit,334.6,666.5,508.4,271.6,332.2,272.3,325.2,463.2,,,50.0,94.2,87.0,103.4,125.4,126.8,107.6,114.5,87.2,89.9
"Selling/General/Administrative Expenses, Total",276.1,264.3,325.3,279.8,285.4,274.0,275.0,308.4,,,69.0,74.3,64.1,71.8,73.4,75.0,88.2,67.3,70.9,90.4
Operating Income,58.5,402.3,183.1,-8.19,46.8,-1.70,50.3,154.8,,,-19.0,19.9,22.9,31.5,52.0,51.8,19.5,47.2,16.3,-0.50
Net Income,186.2,555.8,353.7,152.4,125.6,65.2,83.0,181.5,,,-7.37,21.4,46.9,35.2,56.0,61.5,28.9,54.9,26.6,197.3
EBITDA,141.8,513.5,321.2,155.5,215.1,151.3,180.4,260.0,,,14.7,51.8,52.6,58.5,78.5,78.1,44.9,71.5,40.5,35.7
Gross Profit Margin,16.3%,19.0%,16.2%,12.0%,16.3%,15.3%,15.8%,18.3%,,,11.5%,16.5%,16.3%,18.9%,18.6%,18.5%,17.2%,17.5%,15.3%,14.1%
Operating Margin,2.8%,11.5%,5.8%,-0.4%,2.3%,-0.1%,2.4%,6.1%,,,-4.4%,3.5%,4.3%,5.8%,7.7%,7.6%,3.1%,7.2%,2.9%,-0.1%
Net Profit Margin,9.1%,15.9%,11.3%,6.8%,6.2%,3.7%,4.0%,7.2%,,,-1.7%,3.8%,8.8%,6.4%,8.3%,9.0%,4.6%,8.4%,4.7%,30.9%
Return on Assets,6.2%,16.2%,9.4%,4.2%,3.5%,1.8%,2.3%,4.8%,,,1.4%,1.7%,2.3%,2.6%,4.2%,5.2%,4.6%,5.1%,4.4%,7.9%
