,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.40,1.39,1.71,1.88,1.89,1.80,1.59,1.48,,,1.83,1.78,1.72,1.62,1.61,1.51,1.52,1.56,1.44,1.37
Earnings per Share,0.043,0.055,0.068,0.089,0.12,0.20,0.15,0.15,,,0.045,0.035,0.034,0.036,0.038,0.037,0.035,0.038,0.036,0.036
Revenue per Share,0.15,0.20,0.25,0.31,0.41,0.51,0.31,0.33,,,0.12,0.077,0.080,0.092,0.084,0.080,0.078,0.084,0.099,0.100
Dividend per Share,0.004,0.032,0.032,0.004,0.033,0.052,0.058,0.080,,,0.028,0.00,0.030,,,0.035,0.045,,0.035,0.00
Capital Expenditures per Share,0.018,0.019,0.013,0.016,0.009,0.005,0.004,0.003,,,0.002,0.001,0.001,0.000,0.001,0.001,0.001,0.002,0.000,0.001
Book Value per Share,1.09,1.14,1.14,1.19,1.32,1.49,1.82,1.87,,,1.51,1.77,1.82,1.85,1.84,1.91,1.87,1.96,1.96,1.98
Price to Earnings Ratio,29.8,25.9,17.6,21.6,15.5,8.85,11.0,10.3,,,9.67,10.2,10.7,10.2,11.1,9.91,10.3,9.83,9.49,8.94
Price to Book Value Ratio,1.23,1.24,1.04,1.46,1.43,1.19,0.89,0.79,,,1.20,0.95,0.89,0.78,0.85,0.72,0.79,0.77,0.68,0.69
EV to EBITDA,34.5,38.7,21.0,21.6,22.1,12.9,21.3,15.6,,,19.1,23.0,21.3,20.6,18.8,19.7,15.6,17.0,17.3,16.1
Dividend Payout Ratio,8.1%,58.5%,47.6%,4.0%,27.2%,26.3%,37.7%,54.5%,,,15.1%,0.0%,19.0%,,,24.1%,30.7%,,23.9%,0.0%
Common Shares Outstanding,"12,250","12,378","13,139","13,639","13,639","13,639","21,184","21,184",,,"13,639","21,184","21,184","21,184","21,184","21,184","21,184","21,184","21,184","21,184"
Total Revenue,"1,695","2,207","2,789","3,537","4,454","5,942","5,876","6,490",,,"1,424","1,493","1,573","1,612","1,659","1,616","1,602","1,677","1,637","1,659"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"1,695","2,207","2,789","3,537","4,454","5,942","5,876","6,490",,,"1,424","1,493","1,573","1,612","1,659","1,616","1,602","1,677","1,637","1,659"
"Selling/General/Administrative Expenses, Total",511.0,676.9,859.0,"1,056","1,281","1,448","1,534","1,574",,,392.7,377.2,382.2,393.3,393.5,380.4,406.4,428.8,442.3,431.3
Operating Income,737.3,898.7,"1,100","1,492","2,054","3,341","3,156","3,722",,,735.1,817.6,890.2,925.9,974.8,934.4,886.7,945.3,877.4,920.5
Net Income,495.8,682.8,893.4,"1,201","1,652","2,696","2,603","3,108",,,616.5,670.7,729.6,771.1,806.4,779.1,751.6,806.7,761.1,766.9
EBITDA,796.2,984.5,"1,214","1,637","2,228","3,505","3,300","3,840",,,773.3,853.0,923.8,956.9,"1,004",963.4,915.0,972.6,901.8,941.9
Gross Profit Margin,90.4%,88.9%,84.1%,83.3%,80.3%,85.3%,90.5%,91.9%,,,88.1%,91.4%,92.4%,83.0%,93.8%,95.8%,96.4%,94.4%,77.7%,78.7%
Operating Margin,39.3%,36.2%,33.2%,35.1%,37.1%,47.9%,48.6%,52.7%,,,45.5%,50.1%,52.3%,47.7%,55.1%,55.4%,53.3%,53.2%,41.7%,43.7%
Net Profit Margin,29.3%,30.9%,32.0%,34.0%,37.1%,45.4%,44.3%,47.9%,,,43.3%,44.9%,46.4%,47.8%,48.6%,48.2%,46.9%,48.1%,46.5%,46.2%
Return on Assets,0.7%,0.7%,0.7%,0.8%,0.9%,1.3%,1.2%,1.3%,,,1.2%,1.1%,1.1%,1.2%,1.3%,1.3%,1.3%,1.3%,1.2%,1.3%
Return on Equity,3.7%,4.8%,5.9%,7.4%,9.2%,13.3%,6.8%,7.8%,,,3.0%,1.8%,1.9%,2.0%,2.1%,1.9%,1.9%,1.9%,1.8%,1.8%
Return on Total Capital,2.5%,2.1%,4.0%,5.3%,3.6%,6.4%,3.6%,4.6%,,,4.3%,3.3%,3.6%,3.5%,4.2%,3.6%,4.6%,4.1%,4.4%,4.0%
SG&A to Sale,27.3%,27.2%,25.9%,24.9%,23.1%,20.8%,23.6%,22.3%,,,24.3%,23.1%,22.4%,20.3%,22.2%,22.6%,24.4%,24.1%,21.0%,20.5%
Depreciation & Amortisation,58.9,85.8,113.9,145.8,170.3,164.5,144.8,118.1,,,38.1,35.4,33.7,31.0,29.7,29.0,28.4,27.3,24.3,21.4
Tax Rate,32.8%,24.0%,18.8%,19.5%,19.6%,19.3%,17.5%,16.5%,,,16.1%,18.0%,18.0%,16.7%,17.3%,16.6%,15.2%,14.7%,13.3%,16.7%
Current Ratio,0.11,0.084,0.075,0.12,0.14,0.12,0.14,0.12,,,0.12,0.16,0.14,0.18,0.12,0.14,0.12,0.13,0.13,0.11
Quick Ratio,0.000,0.001,0.000,0.002,0.001,0.001,0.002,0.001,,,0.002,0.003,0.002,0.004,0.002,0.002,0.001,0.002,0.002,0.001
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,3.01,14.6,6.29,21.2,9.09,11.1,14.4,10.4,,,16.8,23.6,14.4,29.2,14.2,12.6,10.4,15.7,17.3,10.8
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,2.60,8.43,8.62,13.0,12.6,9.18,13.2,11.8,,,20.7,20.3,18.9,21.4,21.4,13.3,11.6,13.2,16.2,13.6
Debt to Asset Ratio,0.84,0.88,0.90,0.90,0.91,0.90,0.83,0.84,,,0.90,0.83,0.83,0.83,0.83,0.83,0.84,0.83,0.83,0.82
