,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.19,4.75,4.28,3.73,2.14,1.77,1.34,0.87,,,1.92,1.69,1.51,1.44,1.40,1.26,1.11,1.06,0.98,0.73
Earnings per Share,0.010,-0.17,-0.003,0.18,-0.27,-0.17,-0.22,0.18,,,-0.001,-0.038,-0.17,0.060,0.019,0.080,0.019,-0.025,-0.31,-0.29
Revenue per Share,3.41,3.85,3.28,3.52,2.12,2.62,3.35,4.26,,,0.76,0.75,0.98,0.97,0.98,1.16,1.15,0.86,0.73,0.66
Dividend per Share,,0.050,0.050,0.050,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.31,0.18,0.12,0.052,0.34,0.38,0.26,0.094,,,0.066,0.024,0.077,0.057,0.025,0.008,0.005,0.016,0.012,0.014
Book Value per Share,3.93,3.90,3.47,3.77,3.44,3.28,3.32,3.48,,,3.46,3.47,3.32,3.39,3.40,3.46,3.48,3.44,3.12,2.83
Price to Earnings Ratio,262.0,,,25.5,,,,6.10,,,,,,,,,6.11,10.6,,
Price to Book Value Ratio,0.69,0.94,0.84,0.96,0.58,0.59,0.40,0.31,,,0.52,0.43,0.40,0.37,0.41,0.30,0.31,0.28,0.27,0.21
EV to EBITDA,14.0,16.4,15.9,10.4,-19.8,-106.7,27.7,5.36,,,37.3,23.7,27.7,23.7,16.6,8.96,5.36,7.14,-9.54,-4.32
Dividend Payout Ratio,,-29.1%,-1810.3%,27.4%,,,,,,,,,,,,,,,,
Common Shares Outstanding,505.6,505.6,630.2,630.2,745.1,745.1,745.1,745.1,,,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1
Total Revenue,"1,726","1,947","2,064","2,220","1,581","1,950","2,499","3,175",,,565.5,558.0,726.6,724.5,728.0,867.5,854.9,639.8,542.1,489.9
"Cost of Revenue, Total","1,551","1,761","1,816","1,835","1,557","1,798","2,325","2,672",,,511.1,546.0,692.3,621.0,656.3,737.3,657.1,733.5,715.3,517.8
Gross Profit,174.5,185.7,247.8,384.8,24.3,151.6,174.0,503.1,,,54.4,12.0,34.3,103.5,71.7,130.1,197.7,-93.7,-173.2,-27.9
"Selling/General/Administrative Expenses, Total",145.2,145.5,148.7,136.2,189.7,314.8,280.1,332.1,,,78.3,67.0,70.2,64.2,62.0,71.6,134.3,69.1,89.5,53.7
Operating Income,74.4,81.0,125.1,275.3,-165.3,-132.2,-54.6,263.6,,,-9.31,-40.3,-26.7,51.4,29.9,103.7,78.6,-153.2,-261.6,-77.7
Net Income,6.87,-87.0,-1.71,123.9,-188.0,-123.2,-156.7,133.1,,,0.13,-26.6,-126.9,45.1,14.6,59.6,13.8,-18.8,-233.2,-217.6
EBITDA,134.0,153.5,165.2,325.0,-107.3,39.4,128.0,455.6,,,30.7,7.13,24.5,100.1,78.6,155.7,121.3,-115.1,-224.8,-37.9
Gross Profit Margin,10.1%,9.5%,12.0%,17.3%,1.5%,7.8%,7.0%,15.8%,,,9.6%,2.1%,4.7%,14.3%,9.9%,15.0%,23.1%,-14.6%,-31.9%,-5.7%
Operating Margin,4.3%,4.2%,6.1%,12.4%,-10.5%,-6.8%,-2.2%,8.3%,,,-1.6%,-7.2%,-3.7%,7.1%,4.1%,12.0%,9.2%,-24.0%,-48.3%,-15.9%
Net Profit Margin,0.4%,-4.5%,-0.1%,5.6%,-11.9%,-6.3%,-6.3%,4.2%,,,0.0%,-4.8%,-17.5%,6.2%,2.0%,6.9%,1.6%,-2.9%,-43.0%,-44.4%
Return on Assets,0.3%,-3.0%,0.0%,3.0%,-3.9%,-2.2%,-2.6%,2.2%,,,0.0%,-1.2%,-2.6%,-1.8%,-1.5%,-0.1%,2.2%,1.2%,-3.2%,-9.2%
