,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,63.1,69.3,36.3,34.5,29.5,30.5,25.9,21.6,,,28.5,30.9,31.4,27.0,23.0,21.2,21.4,23.2,22.7,20.1
Earnings per Share,6.43,5.40,7.74,3.19,2.58,2.08,2.09,1.15,,,0.51,0.60,0.34,0.33,0.35,0.30,0.17,0.50,0.34,0.42
Revenue per Share,71.6,60.9,29.2,32.2,25.4,21.4,26.2,20.5,,,6.52,7.92,6.20,5.06,4.99,5.11,5.38,6.14,8.39,8.72
Dividend per Share,5.00,4.00,2.75,2.00,2.05,2.00,2.05,1.00,,,0.65,0.00,1.40,,0.40,0.00,0.60,,0.50,0.00
Capital Expenditures per Share,3.76,0.36,0.35,0.84,1.45,0.50,0.33,0.20,,,0.038,0.093,0.15,0.075,0.034,0.018,0.069,0.16,0.041,0.008
Book Value per Share,20.5,21.2,11.7,12.9,13.9,14.0,13.9,13.3,,,13.6,13.6,13.9,14.2,13.2,13.1,13.3,13.6,13.5,13.4
Price to Earnings Ratio,8.71,15.2,3.78,12.7,11.1,13.5,14.1,18.2,,,12.3,12.5,14.1,14.3,14.3,15.1,18.2,16.1,16.6,13.6
Price to Book Value Ratio,3.17,4.76,2.47,3.05,2.22,2.16,2.12,1.62,,,2.05,2.23,2.12,1.66,1.68,1.50,1.62,1.69,1.56,1.38
EV to EBITDA,4.71,8.51,6.74,7.54,4.95,5.11,7.25,6.31,,,5.93,5.93,7.25,7.20,6.69,5.41,6.31,6.64,9.98,8.74
Dividend Payout Ratio,77.8%,74.1%,35.5%,62.7%,79.4%,96.1%,98.1%,87.1%,,,29.7%,0.0%,67.0%,,24.9%,0.0%,52.3%,,38.2%,0.0%
Common Shares Outstanding,67.5,68.8,206.3,206.3,206.3,206.3,206.3,206.3,,,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3
Total Revenue,"4,835","4,188","6,023","6,652","5,234","4,419","5,397","4,238",,,"1,345","1,633","1,279","1,045","1,030","1,053","1,110","1,267","1,730","1,799"
"Cost of Revenue, Total","3,652","3,186","4,539","5,067","3,936","3,291","4,260","3,391",,,"1,069","1,327","1,040",843.1,817.5,838.4,891.5,998.7,"1,494","1,533"
Gross Profit,"1,183","1,002","1,485","1,585","1,298","1,128","1,137",847.1,,,276.1,306.6,239.2,201.8,212.4,215.0,218.0,268.1,236.6,265.8
"Selling/General/Administrative Expenses, Total",519.6,501.7,747.3,740.8,665.1,557.6,548.5,497.2,,,133.3,138.8,139.9,105.0,110.7,127.1,154.4,124.2,135.0,144.2
Operating Income,663.4,500.4,737.2,843.9,632.8,570.7,588.7,349.9,,,142.8,167.8,99.3,96.9,101.6,87.8,63.6,143.9,101.6,121.5
Net Income,438.9,367.0,567.6,658.6,532.5,429.4,431.1,236.8,,,105.3,123.4,69.1,67.4,72.1,61.8,35.5,102.8,69.8,86.6
EBITDA,711.3,563.9,831.3,957.2,783.6,710.0,715.5,462.7,,,175.1,202.0,128.3,131.1,135.9,114.4,85.1,164.7,121.7,141.8
Gross Profit Margin,24.5%,23.9%,24.6%,23.8%,24.8%,25.5%,21.1%,20.0%,,,20.5%,18.8%,18.7%,19.3%,20.6%,20.4%,19.6%,21.2%,13.7%,14.8%
Operating Margin,13.7%,11.9%,12.2%,12.7%,12.1%,12.9%,10.9%,8.3%,,,10.6%,10.3%,7.8%,9.3%,9.9%,8.3%,5.7%,11.4%,5.9%,6.8%
Net Profit Margin,9.1%,8.8%,9.4%,9.9%,10.2%,9.7%,8.0%,5.6%,,,7.8%,7.6%,5.4%,6.5%,7.0%,5.9%,3.2%,8.1%,4.0%,4.8%
Return on Assets,17.1%,11.4%,13.6%,15.0%,12.0%,9.4%,9.0%,5.1%,,,9.4%,9.6%,8.6%,7.2%,6.7%,5.8%,5.4%,5.7%,4.8%,5.1%
Return on Equity,31.7%,25.2%,23.6%,24.7%,18.6%,14.9%,15.0%,8.6%,,,3.7%,4.4%,2.4%,2.3%,2.6%,2.3%,1.3%,3.7%,2.5%,3.1%
Return on Total Capital,30.6%,24.4%,23.0%,24.3%,17.9%,14.6%,14.9%,8.5%,,,15.9%,16.8%,14.9%,12.3%,12.1%,9.9%,8.5%,9.5%,9.6%,10.4%
SG&A to Sale,10.7%,12.0%,12.4%,11.1%,12.7%,12.6%,10.2%,11.7%,,,9.9%,8.5%,10.9%,10.0%,10.8%,12.1%,13.9%,9.8%,7.8%,8.0%
Depreciation & Amortisation,47.9,63.5,94.1,113.3,150.7,139.3,126.8,112.8,,,32.4,34.2,29.0,34.3,34.3,26.6,21.4,20.8,20.1,20.2
