,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.97,2.71,2.78,2.81,2.41,2.72,2.65,1.97,,,2.55,2.90,2.87,2.56,2.42,2.35,2.23,2.05,1.79,1.65
Earnings per Share,0.092,0.029,0.13,0.22,0.21,0.19,0.20,0.26,,,0.053,0.046,0.052,0.052,0.046,0.13,0.039,0.036,0.044,0.047
Revenue per Share,0.48,0.57,0.67,0.69,0.76,0.80,0.85,1.10,,,0.22,0.21,0.22,0.21,0.21,0.47,0.20,0.19,0.20,0.24
Dividend per Share,0.030,0.033,0.040,0.060,0.060,0.060,0.060,0.070,,,,,0.060,,,,0.070,,0.030,0.00
Capital Expenditures per Share,0.023,0.024,0.026,0.015,0.018,0.031,0.023,0.024,,,0.002,0.005,0.015,0.001,0.003,0.004,0.016,0.003,0.003,0.006
Book Value per Share,1.20,1.32,1.42,1.60,1.75,1.91,2.05,2.25,,,1.96,2.00,2.05,2.10,2.09,2.21,2.25,2.29,2.29,2.34
Price to Earnings Ratio,18.9,84.4,18.9,13.9,11.9,13.0,15.1,8.62,,,12.3,14.3,15.1,12.3,11.3,8.37,8.62,7.60,6.34,9.69
Price to Book Value Ratio,1.48,1.93,1.74,1.87,1.44,1.28,1.25,0.91,,,1.29,1.51,1.25,1.09,1.10,0.99,0.91,0.86,0.69,0.72
EV to EBITDA,-7.43,5.76,-0.12,1.04,-0.48,-0.77,2.28,-0.89,,,1.35,0.072,2.28,1.00,1.20,-0.097,-0.89,0.18,-0.19,-3.71
Dividend Payout Ratio,32.6%,114.2%,30.5%,27.6%,28.2%,32.0%,30.3%,26.5%,,,,,30.3%,,,,26.5%,,12.2%,0.0%
Common Shares Outstanding,"43,529","43,550","43,606","43,679","43,749","43,807","43,840","43,852",,,"43,840","43,840","43,840","43,840","43,852","43,852","43,852","43,852","43,852","43,852"
Total Revenue,"17,713","15,955","21,594","26,516","27,971","26,573","28,524","31,942",,,"7,226","6,985","7,656","7,078","6,813","11,229","6,821","6,678","6,402","7,803"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"17,713","15,955","21,594","26,516","27,971","26,573","28,524","31,942",,,"7,226","6,985","7,656","7,078","6,813","11,229","6,821","6,678","6,402","7,803"
"Selling/General/Administrative Expenses, Total","6,853","8,292","8,876","9,332","9,918","9,935","10,772","10,417",,,"2,666","1,970","4,548","2,239","2,559","2,081","4,345","2,704","2,376","2,213"
Operating Income,"4,072","1,664","7,044","10,742","11,504","9,984","10,732","14,467",,,"2,860","2,539","2,780","2,813","2,519","7,030","2,105","1,940","2,192","2,673"
Net Income,"4,009","1,261","5,737","9,539","9,333","8,226","8,687","11,601",,,"2,330","2,003","2,257","2,280","2,026","5,594","1,701","1,579","1,917","2,111"
EBITDA,"4,905","2,396","7,879","11,677","12,378","10,889","11,691","15,391",,,"3,015","3,053","2,744","3,165","2,637","7,623","1,966","2,321","2,261","3,390"
Gross Profit Margin,85.1%,64.6%,73.9%,88.5%,83.6%,75.4%,76.2%,66.5%,,,76.0%,74.5%,79.3%,75.4%,74.1%,54.5%,77.1%,78.4%,72.0%,73.0%
Operating Margin,19.6%,6.7%,24.1%,35.9%,34.4%,28.3%,28.7%,30.1%,,,30.1%,27.1%,28.8%,30.0%,27.4%,34.1%,23.8%,22.8%,24.6%,25.0%
Net Profit Margin,22.6%,7.9%,26.6%,36.0%,33.4%,31.0%,30.5%,36.3%,,,32.2%,28.7%,29.5%,32.2%,29.7%,49.8%,24.9%,23.6%,29.9%,27.1%
Return on Assets,0.6%,0.2%,0.8%,1.2%,1.1%,1.0%,1.1%,1.3%,,,1.0%,1.0%,1.0%,1.1%,1.0%,1.4%,1.3%,1.2%,1.2%,0.8%
Return on Equity,7.7%,2.2%,9.3%,13.7%,12.2%,9.8%,9.7%,11.7%,,,2.7%,2.3%,2.5%,2.5%,2.2%,5.8%,1.7%,1.6%,1.9%,2.1%
Return on Total Capital,5.0%,1.3%,6.9%,9.9%,8.8%,7.3%,7.2%,9.7%,,,7.2%,7.0%,7.2%,7.2%,6.9%,9.4%,9.7%,8.0%,7.2%,4.8%
SG&A to Sale,32.9%,33.6%,30.4%,31.2%,29.6%,28.2%,28.8%,21.7%,,,28.0%,21.0%,47.1%,23.9%,27.8%,10.1%,49.1%,31.8%,26.7%,20.7%
Depreciation & Amortisation,833.0,732.4,834.7,934.5,873.5,904.7,959.0,923.4,,,154.6,514.2,-35.6,351.8,117.7,593.1,-139.1,381.5,69.1,717.8
Tax Rate,1.0%,22.6%,18.4%,11.1%,18.7%,17.4%,18.7%,19.8%,,,18.1%,20.5%,18.6%,19.0%,19.6%,20.4%,19.2%,18.6%,12.5%,21.0%
