,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,22.2,25.5,,,,,21.5,21.5,22.0,22.8,24.1,26.3,26.8,25.8
Earnings per Share,1.21,1.39,1.53,1.51,1.55,1.47,1.50,1.38,,,0.40,0.40,0.30,0.32,0.34,0.39,0.32,0.32,0.38,0.38
Revenue per Share,1.44,1.64,1.72,1.78,1.78,1.86,1.94,1.94,,,0.49,0.49,0.48,0.47,0.48,0.50,0.50,0.50,0.50,0.51
Dividend per Share,1.04,1.31,1.18,1.25,1.25,1.33,1.40,1.40,,,0.36,0.35,0.34,0.35,0.35,0.35,0.36,0.36,0.36,0.36
Capital Expenditures per Share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Book Value per Share,10.8,11.5,12.0,12.3,12.6,12.8,12.9,12.9,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.8,12.9,12.9
Price to Earnings Ratio,,,,,,,14.1,16.7,,,,,14.1,14.9,16.4,16.9,16.7,18.2,18.2,17.6
Price to Book Value Ratio,,,,,,,1.62,1.79,,,,,1.62,1.61,1.74,1.75,1.79,2.02,1.94,1.93
EV to EBITDA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.7,,,0.00,0.00,0.00,13.5,13.7,14.5,14.7,15.1,16.1,15.0
Dividend Payout Ratio,85.7%,94.5%,77.2%,82.9%,80.7%,90.6%,93.5%,101.7%,,,23.3%,22.9%,22.5%,24.5%,25.5%,26.0%,25.9%,26.0%,25.6%,25.8%
Common Shares Outstanding,473.3,529.6,529.6,529.6,529.6,529.6,529.6,529.6,,,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6
Total Revenue,679.7,869.0,912.9,944.6,941.1,987.4,"1,027","1,027",,,258.0,256.9,255.3,248.7,252.8,262.2,263.7,263.3,265.2,268.9
"Cost of Revenue, Total",82.3,98.5,110.1,110.1,119.2,125.3,121.5,127.0,,,29.8,28.9,31.7,31.1,30.4,32.7,32.8,29.4,33.1,32.1
Gross Profit,597.4,770.5,802.8,834.5,821.9,862.1,905.7,900.3,,,228.2,228.0,223.6,217.6,222.4,229.5,230.9,233.9,232.0,236.9
"Selling/General/Administrative Expenses, Total",49.8,72.3,78.9,75.6,67.8,62.4,72.5,72.4,,,16.9,19.3,24.0,11.8,17.1,22.2,21.3,10.7,18.4,16.3
Operating Income,547.6,698.2,723.9,759.0,754.1,799.8,833.2,828.0,,,211.3,208.7,199.6,205.8,205.3,207.3,209.6,223.2,213.6,220.6
Net Income,572.3,735.9,811.1,797.2,818.6,777.0,794.1,729.8,,,213.9,209.7,157.1,170.8,181.6,205.7,171.7,170.2,202.3,200.0
EBITDA,547.6,698.2,723.9,759.0,754.1,799.8,833.2,828.0,,,211.3,208.7,199.6,205.8,205.3,207.3,209.6,223.2,213.6,220.6
Gross Profit Margin,87.9%,88.7%,87.9%,88.3%,87.3%,87.3%,88.2%,87.6%,,,88.5%,88.7%,87.6%,87.5%,88.0%,87.5%,87.5%,88.8%,87.5%,88.1%
Operating Margin,80.6%,80.3%,79.3%,80.3%,80.1%,81.0%,81.1%,80.6%,,,81.9%,81.2%,78.2%,82.7%,81.2%,79.1%,79.5%,84.8%,80.6%,82.0%
Net Profit Margin,84.2%,84.7%,88.8%,84.4%,87.0%,78.7%,77.3%,71.0%,,,82.9%,81.6%,61.6%,68.7%,71.9%,78.5%,65.1%,64.6%,76.3%,74.4%
Return on Assets,10.6%,11.7%,11.2%,10.8%,11.0%,10.4%,10.7%,10.0%,,,10.9%,11.0%,10.8%,10.3%,9.8%,9.8%,10.1%,10.1%,10.3%,10.2%
Return on Equity,11.2%,12.1%,12.7%,12.2%,12.2%,11.5%,11.7%,10.7%,,,3.1%,3.1%,2.3%,2.5%,2.7%,3.0%,2.5%,2.5%,3.0%,2.9%
Return on Total Capital,11.2%,11.1%,11.8%,11.5%,11.6%,11.1%,11.6%,10.7%,,,11.7%,11.8%,11.6%,11.0%,10.6%,10.5%,10.7%,10.7%,11.0%,10.9%
SG&A to Sale,7.3%,8.3%,8.6%,8.0%,7.2%,6.3%,7.1%,7.0%,,,6.6%,7.5%,9.4%,4.8%,6.8%,8.5%,8.1%,4.1%,6.9%,6.1%
Depreciation & Amortisation,,,,,,,,,,,,,,,,,,,,
Tax Rate,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,1.36,2.05,0.95,1.13,3.81,2.11,0.87,1.96,,,1.62,1.24,0.87,0.97,0.98,2.28,1.96,1.69,1.17,2.25
Quick Ratio,0.50,0.48,0.27,0.35,0.55,0.40,0.36,0.75,,,0.34,0.45,0.36,0.31,0.41,0.86,0.75,0.99,0.62,0.75
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,17.6,22.0,16.6,17.2,27.7,18.0,16.2,17.7,,,15.1,17.2,16.2,14.5,19.1,17.2,17.7,22.0,16.4,14.7
Days Payable Outstanding,108.5,102.7,131.9,144.4,93.3,89.1,88.8,92.0,,,41.5,54.9,79.5,92.8,75.5,71.8,82.1,73.5,68.3,80.3
Cash Conversion Cycle,-150.6,-45.7,-186.5,-66.2,-86.9,-51.2,-84.8,-69.6,,,-37.6,-40.8,-84.8,-68.3,-50.6,-59.8,-69.2,-39.2,-59.6,-65.8
Debt to Asset Ratio,0.061,0.14,0.13,0.12,0.11,0.092,0.072,0.059,,,0.075,0.071,0.072,0.070,0.069,0.057,0.059,0.061,0.063,0.062
Debt to Equity Ratio,0.065,0.17,0.15,0.13,0.13,0.10,0.077,0.063,,,0.082,0.077,0.077,0.075,0.074,0.061,0.063,0.065,0.067,0.066
Interest Coverage Ratio,,"1,118",26.4,30.1,34.2,44.1,102.7,312.9,,,103.1,135.1,146.4,177.4,206.6,421.4,"625,538",,,
Cash and Short Term Investments,56.2,172.4,76.9,69.0,43.8,55.7,35.5,50.3,,,45.3,54.9,35.5,56.4,44.3,48.7,50.3,44.2,42.3,86.1
"Total Receivables, Net",32.7,52.5,41.6,44.5,71.4,48.8,45.7,49.7,,,42.3,48.4,45.7,40.4,53.1,48.1,49.7,62.8,47.3,42.8
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,88.9,224.8,148.4,143.5,495.2,254.5,111.2,130.0,,,202.6,133.3,111.2,126.8,127.4,126.8,130.0,107.0,89.5,128.9
"Property/Plant/Equipment, Total - Net","5,088","6,628","6,754","6,820","6,985","6,991","6,965","6,873",,,"7,001","7,005","6,965","6,932","6,910","6,910","6,873","6,821","6,811","6,791"
Total Assets,"5,434","7,110","7,324","7,396","7,522","7,460","7,343","7,240",,,"7,380","7,370","7,343","7,320","7,307","7,244","7,240","7,246","7,273","7,277"
Accounts Payable,37.9,17.5,62.0,25.1,35.9,25.3,33.9,30.2,,,17.7,19.1,33.9,27.9,22.6,26.9,30.2,20.3,27.7,28.4
Accrued Expenses,27.6,32.2,34.4,41.5,34.1,35.5,34.2,36.2,,,47.3,28.1,34.2,43.2,47.4,28.7,36.2,42.9,49.1,29.0
Debt Due,,60.0,60.0,60.0,60.0,60.0,60.0,0.00,,,60.0,60.0,60.0,60.0,60.0,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,65.5,109.7,156.4,126.6,130.0,120.8,128.1,66.3,,,125.0,107.2,128.1,131.1,130.0,55.6,66.3,63.2,76.7,57.4
Long Term Debt,,540.0,480.0,420.0,360.0,210.0,40.0,,,,70.0,55.0,40.0,25.0,10.0,,,,,
Total Liabilities,333.6,"1,023",952.2,877.0,839.2,688.8,527.3,426.1,,,556.8,525.8,527.3,512.3,501.0,416.3,426.1,442.0,456.4,451.8
Common Stock,"4,733","5,633","5,633","5,633","5,633","5,633","5,633","5,633",,,"5,296","5,296","5,633","5,296","5,296","5,296","5,633","5,296","5,296","5,296"
Additional Paid-In Capital,,,,,,,,,,,337.5,337.5,,337.5,337.5,337.5,,337.5,337.5,337.5
Retained Earnings (Accumulated Deficit),367.8,453.8,738.5,886.0,"1,050","1,138","1,182","1,180",,,"1,190","1,212","1,182","1,175","1,172","1,194","1,180","1,171","1,183","1,192"
Shareholders' Equity,"5,101","6,087","6,372","6,519","6,683","6,771","6,815","6,813",,,"6,823","6,845","6,815","6,808","6,806","6,828","6,813","6,804","6,817","6,825"
Cash from Operating Activities,320.6,-733.9,518.4,727.1,711.5,869.1,908.0,849.3,,,308.0,214.2,183.4,215.5,187.7,258.6,187.5,183.0,187.7,235.6
Cash from Investing Activities,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,-547.2,850.1,-613.9,-735.0,-736.7,-857.3,-928.1,-834.6,,,-316.8,-204.6,-202.8,-194.6,-199.8,-254.3,-185.9,-189.1,-189.6,-191.7
Net Change in Cash,-226.6,116.2,-95.5,-7.90,-25.2,11.9,-20.1,14.7,,,-8.75,9.60,-19.3,20.8,-12.0,4.31,1.60,-6.06,-1.93,43.9
Free Cashflows,320.6,-733.9,518.4,727.1,711.5,869.1,908.0,849.3,,,308.0,214.2,183.4,215.5,187.7,258.6,187.5,183.0,187.7,235.6
Free Cashflow per Share,0.68,-1.39,0.98,1.37,1.34,1.64,1.71,1.60,,,0.58,0.40,0.35,0.41,0.35,0.49,0.35,0.35,0.35,0.44
