,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.03,1.78,1.60,1.32,2.00,2.22,1.23,0.88,,,1.95,1.60,1.32,1.16,1.24,1.15,1.03,0.89,0.78,0.68
Earnings per Share,-0.079,-0.006,-0.041,0.028,0.015,0.076,0.041,0.072,,,0.007,-0.010,0.014,0.025,0.033,0.013,0.001,-0.005,0.000,0.006
Revenue per Share,1.42,1.66,1.37,1.75,1.50,1.76,1.99,2.07,,,0.50,0.50,0.49,0.51,0.51,0.53,0.52,0.50,0.47,0.48
Dividend per Share,,,,,0.014,0.050,0.027,0.057,,,,,0.027,,,,0.057,,,
Capital Expenditures per Share,0.056,0.032,0.060,0.028,0.010,0.018,0.026,0.019,,,0.006,0.007,0.010,0.003,0.006,0.005,0.005,0.010,0.016,0.014
Book Value per Share,1.36,1.11,1.07,1.10,1.12,1.18,1.17,1.21,,,1.16,1.15,1.17,1.19,1.20,1.21,1.21,1.21,1.15,1.16
Price to Earnings Ratio,,,,55.0,59.8,31.0,32.1,13.7,,,20.0,28.6,32.1,31.9,19.3,11.8,13.7,20.5,92.2,311.9
Price to Book Value Ratio,1.29,1.64,1.16,1.21,0.89,1.90,1.01,0.73,,,1.51,1.17,1.01,0.91,1.00,0.82,0.73,0.70,0.62,0.54
EV to EBITDA,128.4,37.9,40.7,26.8,11.6,16.0,8.62,4.44,,,12.7,12.6,8.62,7.14,5.22,5.25,4.44,5.87,11.3,11.9
Dividend Payout Ratio,,,,,87.8%,65.5%,65.6%,79.3%,,,,,65.6%,,,,79.3%,,,
Common Shares Outstanding,"7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796",,,"7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796"
Total Revenue,"11,056","12,972","10,663","13,647","11,705","13,710","15,475","16,131",,,"3,877","3,904","3,797","3,979","3,983","4,145","4,024","3,874","3,698","3,731"
"Cost of Revenue, Total","10,896","12,808","10,450","12,996","11,203","12,684","14,455","14,967",,,"3,694","3,716","3,549","3,656","3,536","3,880","3,895","3,744","3,610","3,575"
Gross Profit,159.9,164.6,212.7,651.3,502.2,"1,025","1,020","1,164",,,183.8,187.8,247.7,322.8,447.3,265.2,128.4,130.2,88.4,156.0
"Selling/General/Administrative Expenses, Total",517.5,456.8,456.5,664.0,492.7,490.4,533.6,564.5,,,137.1,132.4,135.0,139.7,152.7,141.1,130.9,219.2,144.9,125.7
Operating Income,-357.6,-292.2,-243.8,-12.7,9.47,535.0,486.5,599.3,,,46.6,55.5,112.8,183.1,294.6,124.2,-2.52,-89.0,-56.5,30.3
