,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,139.5,172.3,186.0,185.8,266.0,273.0,203.3,203.3,,,233.0,218.0,204.5,208.0,200.8,188.5,193.8,203.3,209.8,191.8
Earnings per Share,6.66,9.16,9.76,7.43,10.6,10.9,10.1,8.32,,,2.68,2.66,3.84,2.51,-0.76,4.20,2.36,1.19,-2.08,5.83
Revenue per Share,93.5,104.4,109.6,114.4,121.5,135.0,143.2,150.5,,,34.8,37.1,39.0,36.1,33.5,41.0,40.0,37.4,35.3,47.1
Dividend per Share,2.67,3.70,3.87,3.00,4.20,4.40,4.10,3.35,,,,,4.10,,,,3.35,,,
Capital Expenditures per Share,2.94,6.02,10.3,13.4,23.0,50.8,20.6,54.3,,,3.49,6.90,6.20,4.58,12.1,18.8,18.8,21.4,13.9,23.5
Book Value per Share,40.8,48.0,54.0,57.6,68.9,85.6,87.4,87.4,,,82.7,86.5,87.4,88.6,82.7,90.2,87.4,88.0,80.6,88.2
Price to Earnings Ratio,12.9,16.0,16.4,23.9,17.0,28.7,20.0,21.8,,,23.5,27.1,20.0,17.7,23.5,18.7,21.8,25.6,33.6,26.0
Price to Book Value Ratio,2.17,3.14,2.96,2.97,3.47,3.18,2.23,2.08,,,2.60,2.43,2.23,2.34,2.33,1.98,2.08,2.15,2.37,2.16
EV to EBITDA,6.83,7.66,9.63,12.7,10.4,18.7,14.1,13.5,,,13.8,14.0,14.1,11.0,14.6,12.7,13.5,15.6,18.9,17.0
Dividend Payout Ratio,40.1%,40.4%,39.7%,40.4%,39.8%,40.3%,40.6%,40.3%,,,,,40.6%,,,,40.3%,,,
Common Shares Outstanding,15.9,15.9,15.9,15.9,15.9,15.9,16.0,16.0,,,15.9,15.9,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Total Revenue,"1,484","1,657","1,740","1,816","1,928","2,142","2,288","2,408",,,552.9,589.4,622.9,577.7,535.6,655.6,639.3,598.1,565.2,753.8
"Cost of Revenue, Total","1,088","1,209","1,285","1,378","1,436","1,615","1,758","1,850",,,425.5,460.7,456.7,433.3,450.6,476.1,490.3,471.3,478.2,507.3
Gross Profit,395.6,448.3,455.0,437.6,492.0,526.7,530.6,557.9,,,127.4,128.7,166.2,144.4,85.0,179.5,149.0,126.7,87.0,246.5
"Selling/General/Administrative Expenses, Total",218.0,238.5,245.0,274.9,291.3,324.2,351.4,356.8,,,86.1,83.8,90.6,85.7,90.5,91.9,88.7,96.7,120.1,117.4
Operating Income,177.5,209.8,210.0,162.7,200.7,202.5,179.2,201.1,,,41.3,44.9,75.6,58.7,-5.42,87.6,60.3,30.0,-33.1,129.1
Net Income,105.7,145.4,154.8,117.9,167.6,173.1,160.5,133.1,,,42.6,42.1,61.3,40.2,-12.1,67.2,37.8,19.1,-33.3,93.3
EBITDA,255.3,289.7,300.2,260.1,316.6,330.5,336.0,369.5,,,80.5,84.3,115.9,100.5,37.4,129.4,102.7,72.5,9.42,171.1
Gross Profit Margin,26.7%,27.1%,26.2%,24.1%,25.5%,24.6%,23.2%,23.2%,,,23.0%,21.8%,26.7%,25.0%,15.9%,27.4%,23.3%,21.2%,15.4%,32.7%
Operating Margin,12.0%,12.7%,12.1%,9.0%,10.4%,9.5%,7.8%,8.4%,,,7.5%,7.6%,12.1%,10.2%,-1.0%,13.4%,9.4%,5.0%,-5.9%,17.1%
Net Profit Margin,7.1%,8.8%,8.9%,6.5%,8.7%,8.1%,7.0%,5.5%,,,7.7%,7.1%,9.8%,7.0%,-2.3%,10.3%,5.9%,3.2%,-5.9%,12.4%
Return on Assets,8.8%,11.0%,10.0%,6.8%,8.4%,6.4%,4.2%,2.6%,,,4.7%,3.6%,4.0%,4.0%,2.5%,2.7%,2.3%,2.0%,1.6%,2.0%
Return on Equity,16.3%,19.1%,18.1%,12.9%,15.3%,12.7%,11.5%,9.5%,,,3.2%,3.1%,4.4%,2.8%,-0.9%,4.7%,2.7%,1.4%,-2.6%,6.6%
Return on Total Capital,13.6%,16.0%,13.5%,9.3%,10.8%,7.9%,6.8%,4.9%,,,6.8%,5.4%,6.8%,8.1%,4.9%,5.6%,4.9%,4.2%,3.1%,3.9%
SG&A to Sale,14.7%,14.4%,14.1%,15.1%,15.1%,15.1%,15.4%,14.8%,,,15.6%,14.2%,14.5%,14.8%,16.9%,14.0%,13.9%,16.2%,21.2%,15.6%
Depreciation & Amortisation,77.8,79.9,90.2,97.4,116.0,128.0,156.9,168.4,,,39.2,39.4,40.3,41.8,42.8,41.8,42.4,42.5,42.5,42.0
Tax Rate,33.4%,23.9%,19.7%,21.3%,17.0%,15.6%,14.6%,13.6%,,,12.4%,12.5%,16.7%,14.9%,4.4%,11.8%,13.2%,10.7%,14.9%,17.5%
Current Ratio,0.54,0.68,0.75,0.72,0.58,0.60,1.03,1.30,,,0.65,0.68,1.03,0.93,1.72,1.51,1.30,1.03,1.18,0.78
Quick Ratio,0.34,0.41,0.46,0.56,0.42,0.27,0.17,0.80,,,0.29,0.22,0.17,0.14,1.09,1.10,0.80,0.19,0.23,0.29
Days Inventory Outstanding,10.8,11.4,11.6,11.6,12.3,12.3,12.2,12.6,,,12.4,12.1,12.1,12.7,12.8,12.7,13.1,13.3,13.0,12.8
Days Sale Outstanding,33.2,39.3,42.8,47.5,43.7,35.7,32.2,35.2,,,41.0,34.8,32.2,36.2,33.1,39.2,35.2,37.4,33.3,47.3
Days Payable Outstanding,28.5,29.9,30.2,26.3,26.3,26.8,26.4,26.0,,,25.2,26.7,27.1,25.3,23.9,25.3,26.5,25.6,24.0,23.9
Cash Conversion Cycle,15.6,13.3,23.0,31.0,28.5,21.7,18.7,19.4,,,23.9,22.4,18.8,22.9,23.8,22.2,24.2,25.0,25.5,28.5
Debt to Asset Ratio,0.46,0.44,0.47,0.47,0.49,0.55,0.51,0.48,,,0.58,0.58,0.51,0.54,0.49,0.49,0.48,0.48,0.50,0.50
Debt to Equity Ratio,0.87,0.83,0.92,0.93,0.99,1.27,1.64,1.95,,,1.47,1.50,1.64,1.85,2.11,1.94,1.95,1.93,2.14,2.08
Interest Coverage Ratio,9.22,12.2,10.8,7.18,9.66,8.24,7.26,2.70,,,6.79,7.27,11.5,3.75,,4.52,3.22,1.61,,6.70
Cash and Short Term Investments,40.6,72.8,80.6,18.5,30.9,120.2,946.5,"1,376",,,223.4,355.2,946.5,"1,190","1,942","1,664","1,376","1,035",823.7,485.9
"Total Receivables, Net",134.9,178.6,204.1,236.3,230.9,209.3,201.7,232.4,,,251.1,212.8,201.7,232.1,211.0,256.9,232.4,248.9,224.5,331.4
Total Inventory,35.3,39.9,42.0,45.7,51.4,57.8,59.8,68.1,,,58.1,56.4,59.8,64.1,62.0,64.8,68.1,69.6,66.7,69.5
