,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.38,4.49,4.09,4.30,4.09,7.69,10.5,18.4,,,8.09,8.84,9.16,7.94,10.5,12.3,14.3,17.8,20.0,22.4
Earnings per Share,0.13,0.28,0.13,0.20,0.14,0.39,0.50,0.58,,,0.16,0.12,0.12,0.14,0.14,0.16,0.14,0.16,0.17,0.21
Revenue per Share,0.54,0.66,0.60,0.81,0.97,1.44,1.78,2.11,,,0.51,0.47,0.47,0.51,0.55,0.54,0.61,0.62,0.66,0.77
Dividend per Share,0.090,0.16,0.095,0.15,0.080,0.33,0.37,0.74,,,0.14,0.00,0.23,,0.20,0.00,0.54,,0.25,0.00
Capital Expenditures per Share,0.007,0.028,0.039,0.050,0.054,0.15,0.095,0.097,,,0.025,0.027,0.022,0.013,0.025,0.030,0.032,0.039,0.017,0.018
Book Value per Share,0.31,1.04,1.03,1.14,2.25,2.62,3.06,3.83,,,2.54,2.73,3.06,3.54,4.05,3.69,3.83,4.00,3.63,3.59
Price to Earnings Ratio,,17.5,24.0,25.9,20.8,16.2,16.9,22.6,,,12.1,12.3,17.0,13.2,24.0,21.9,22.7,26.0,29.1,33.1
Price to Book Value Ratio,,4.11,3.29,4.29,1.29,2.26,2.70,3.68,,,3.00,2.84,2.70,1.96,2.81,3.03,3.68,4.35,4.90,5.57
EV to EBITDA,0.00,13.9,22.3,16.8,17.8,15.2,14.4,15.2,,,13.6,13.5,14.4,11.4,10.8,14.3,15.2,17.9,21.5,22.2
Dividend Payout Ratio,67.8%,56.8%,75.9%,74.6%,57.8%,84.1%,73.0%,127.6%,,,21.8%,0.0%,46.4%,,38.4%,0.0%,93.8%,,40.1%,0.0%
Common Shares Outstanding,600.0,600.0,600.0,600.0,740.0,740.0,760.0,886.8,,,744.0,744.0,760.0,781.8,818.7,888.0,886.8,888.0,888.0,888.0
Total Revenue,323.5,393.7,362.3,487.7,719.1,"1,064","1,356","1,869",,,379.3,350.3,354.7,400.1,449.0,482.3,537.2,546.8,586.1,684.6
"Cost of Revenue, Total",168.9,187.3,195.6,228.3,315.6,377.9,574.4,782.4,,,144.4,152.4,158.0,151.6,178.1,198.5,254.1,229.9,288.8,310.4
Gross Profit,154.7,206.5,166.7,259.4,403.5,685.9,781.9,"1,086",,,235.0,198.0,196.7,248.4,270.9,283.9,283.1,316.9,297.3,374.2
"Selling/General/Administrative Expenses, Total",41.6,58.5,84.2,81.9,212.7,398.3,185.7,262.6,,,57.3,57.8,23.9,62.2,83.9,77.3,39.1,94.4,93.0,104.3
Operating Income,113.1,148.0,82.5,167.0,173.4,277.6,576.3,800.6,,,178.9,140.1,149.4,187.1,189.2,214.1,210.2,228.0,212.5,279.3
Net Income,66.9,110.2,75.1,120.6,94.6,290.4,396.1,505.5,,,124.8,98.8,99.3,116.1,119.9,138.3,131.3,144.5,148.5,189.6
EBITDA,115.6,151.3,88.9,177.1,189.9,299.1,606.6,845.3,,,188.0,150.0,152.4,197.5,201.2,227.5,222.9,240.8,227.6,293.7
