,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.08,1.96,2.31,2.15,1.88,1.72,2.17,2.66,,,1.35,1.25,1.08,0.94,1.17,2.29,3.16,2.46,2.42,2.11
Earnings per Share,0.030,0.100,0.058,-0.028,-0.13,-0.49,-0.24,-0.57,,,-0.090,0.070,-0.11,-0.011,-0.15,,-0.25,-0.54,-0.23,-0.003
Revenue per Share,2.48,2.80,2.59,2.41,1.78,1.17,1.40,1.12,,,0.36,0.45,0.32,0.33,,9.45,0.30,0.25,,0.10
Dividend per Share,0.019,0.007,0.020,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.12,0.092,0.12,0.031,0.017,0.003,0.002,0.001,,,0.000,0.001,0.000,0.000,0.00,0.69,0.000,0.000,0.00,0.014
Book Value per Share,1.45,1.69,1.74,1.66,1.60,1.12,0.87,0.31,,,0.91,0.98,0.87,0.84,0.70,0.56,0.31,-0.38,-0.61,0.12
Price to Earnings Ratio,25.4,21.4,25.0,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.50,1.18,0.88,1.26,1.02,1.51,1.03,8.69,,,1.36,1.05,1.03,0.97,1.62,4.68,8.69,-4.83,-3.33,17.8
EV to EBITDA,10.7,11.4,10.4,29.4,"1,574",-7.57,-53.5,4.56,,,-7.86,-14.0,-53.5,119.2,59.5,2.14,4.56,6.60,7.14,388.7
Dividend Payout Ratio,62.9%,6.9%,34.2%,,,,,,,,,,,,,,,,,
Common Shares Outstanding,256.0,265.5,268.5,288.9,288.9,323.2,323.2,323.2,,,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,"23,813"
Total Revenue,635.3,742.8,695.6,697.4,514.0,377.0,451.1,361.6,,,116.8,146.2,102.9,107.4,,"3,055",95.7,81.2,,"2,459"
"Cost of Revenue, Total",466.7,497.9,460.8,497.6,387.3,397.3,359.4,425.2,,,108.0,83.6,86.0,80.6,,"2,704",152.2,188.2,,"2,113"
Gross Profit,168.5,244.9,234.8,199.8,126.7,-20.3,91.6,-63.6,,,8.78,62.5,16.9,26.9,,351.9,-56.5,-107.1,,345.5
"Selling/General/Administrative Expenses, Total",148.6,195.9,190.1,186.9,148.5,128.5,125.5,104.2,,,30.5,29.0,45.6,23.9,,107.3,16.3,22.3,,145.5
Operating Income,19.9,49.0,44.7,12.9,-21.7,-148.8,-33.9,-167.8,,,-21.7,33.6,-28.7,2.92,,244.5,-72.8,-129.4,,200.0
Net Income,7.67,27.3,17.5,-8.23,-36.8,-158.5,-78.7,-183.6,,,-29.0,22.5,-34.4,-3.70,-49.0,92.0,-79.8,-173.4,-75.2,-81.1
EBITDA,34.0,65.5,64.1,35.9,0.55,-128.2,-15.1,-164.3,,,-6.22,27.5,-24.2,9.02,0.00,370.3,-77.2,-122.1,0.00,311.2
Gross Profit Margin,26.5%,33.0%,33.8%,28.6%,24.7%,-5.4%,20.3%,-17.6%,,,7.5%,42.8%,16.4%,25.0%,,11.5%,-59.0%,-131.9%,,14.0%
Operating Margin,3.1%,6.6%,6.4%,1.9%,-4.2%,-39.5%,-7.5%,-46.4%,,,-18.6%,23.0%,-27.9%,2.7%,,8.0%,-76.1%,-159.3%,,8.1%
Net Profit Margin,1.2%,3.7%,2.5%,-1.2%,-7.2%,-42.1%,-17.5%,-50.8%,,,-24.9%,15.4%,-33.4%,-3.4%,,3.0%,-83.4%,-213.6%,,-3.3%
Return on Assets,1.1%,3.3%,1.8%,-0.8%,-3.3%,-14.6%,-7.8%,-20.9%,,,-18.6%,-12.6%,-8.0%,-4.6%,-6.9%,0.5%,-4.9%,-30.9%,-43.1%,-6.0%
Return on Equity,2.1%,6.1%,3.7%,-1.7%,-8.0%,-43.8%,-27.9%,-184.1%,,,-9.9%,7.1%,-12.2%,-1.4%,-21.7%,51.2%,-80.0%,0.0%,0.0%,-2.9%
Return on Total Capital,1.9%,5.5%,3.4%,-1.6%,-7.6%,-42.5%,-15.0%,-56.4%,,,-58.7%,-37.3%,-15.0%,-8.8%,-13.8%,1.2%,-12.5%,-180.0%,-923.7%,-8.6%
SG&A to Sale,23.4%,26.4%,27.3%,26.8%,28.9%,34.1%,27.8%,28.8%,,,26.1%,19.8%,44.3%,22.3%,,3.5%,17.1%,27.5%,,5.9%
Depreciation & Amortisation,14.1,16.5,19.4,23.0,22.3,20.6,18.8,3.58,,,15.5,-6.01,4.50,6.10,,125.8,-4.42,7.31,,111.2
Tax Rate,0.0%,21.2%,35.7%,18.2%,25.6%,5.4%,-21.9%,5.0%,,,1.2%,12.7%,5.7%,1.0%,,37.6%,-0.5%,-28.6%,,-100.4%
Current Ratio,1.64,1.69,1.47,1.42,1.40,1.22,1.79,1.43,,,1.17,1.22,1.79,1.73,1.77,1.62,1.43,1.05,1.03,1.22
Quick Ratio,0.52,0.57,0.46,0.52,0.54,0.41,0.49,0.37,,,0.37,0.35,0.49,0.44,0.44,0.38,0.37,0.17,0.004,0.30
Days Inventory Outstanding,262.5,273.6,349.8,359.9,473.7,468.2,539.7,432.2,,,505.7,514.7,558.9,564.4,793.9,67.6,61.3,49.3,22.0,325.2
Days Sale Outstanding,96.7,107.4,120.6,158.0,239.1,258.8,171.8,165.9,,,255.1,206.4,171.8,152.7,186.5,18.5,18.4,8.60,0.24,328.7
Days Payable Outstanding,66.0,55.6,61.5,60.3,56.1,25.5,28.0,31.0,,,13.2,19.5,30.7,29.9,41.3,3.99,4.74,4.35,1.84,379.4
Cash Conversion Cycle,304.6,311.8,408.9,437.0,675.2,737.8,708.2,597.8,,,745.5,704.2,710.6,698.7,953.5,82.7,74.6,59.3,26.5,-268.5
Debt to Asset Ratio,0.50,0.49,0.55,0.57,0.59,0.65,0.71,0.87,,,0.70,0.68,0.71,0.72,0.75,0.80,0.87,1.21,1.38,0.78
Debt to Equity Ratio,1.01,0.98,1.20,1.32,1.43,1.89,2.45,6.83,,,2.31,2.15,2.45,2.58,2.97,3.88,6.83,-5.75,-3.61,3.60
Interest Coverage Ratio,1.63,3.40,2.54,0.56,,,,,,,,4.31,,0.44,,2.55,,,,1.76
Cash and Short Term Investments,8.14,11.5,7.92,6.86,2.43,17.9,11.3,10.00,,,2.68,6.84,11.3,14.0,9.33,15.2,10.00,15.3,0.009,"2,655"
"Total Receivables, Net",168.3,218.6,229.8,302.0,336.7,267.4,212.3,164.3,,,240.7,226.8,212.3,197.9,182.2,165.7,164.3,76.1,2.15,"2,374"
Total Inventory,347.4,399.2,484.1,497.3,508.1,511.1,551.7,455.4,,,507.7,548.9,551.7,556.0,532.4,530.2,455.4,367.7,,"4,373"
Total Current Assets,535.7,643.1,736.5,823.1,869.2,808.4,781.9,633.0,,,764.2,797.4,781.9,777.5,729.5,715.8,633.0,473.9,503.8,"9,564"
"Property/Plant/Equipment, Total - Net",153.2,165.7,182.1,181.4,159.2,138.4,120.3,82.7,,,129.2,124.7,120.3,117.4,87.8,85.4,82.7,80.0,,"2,445"
Total Assets,748.2,889.3,"1,027","1,112","1,122","1,046",972.7,781.0,,,975.2,999.4,972.7,970.2,895.8,876.7,781.0,581.6,516.0,"13,065"
Accounts Payable,72.4,79.2,76.1,88.3,30.8,24.8,30.4,41.9,,,10.0,30.1,30.4,28.2,28.3,34.3,41.9,30.7,0.035,"5,102"
Accrued Expenses,80.2,100.3,118.7,121.9,118.1,131.5,143.9,143.2,,,130.3,144.9,143.9,141.2,144.4,158.9,143.2,143.1,7.74,207.2
Debt Due,162.7,187.6,288.4,361.4,445.6,450.1,250.7,223.9,,,445.4,441.9,250.7,239.5,228.7,216.1,223.9,221.3,229.9,"2,326"
Total Current Liabilities,326.8,381.0,500.7,580.7,622.1,660.2,436.8,441.8,,,650.7,652.9,436.8,448.1,413.2,441.4,441.8,450.8,490.4,"7,870"
Long Term Debt,37.5,45.6,40.8,34.4,20.3,11.1,241.5,226.0,,,16.2,15.5,241.5,238.7,243.7,242.2,226.0,239.4,223.4,"1,934"
Total Liabilities,375.9,439.7,560.6,632.0,660.0,684.1,690.4,681.2,,,680.7,682.5,690.4,699.5,670.0,697.2,681.2,704.2,713.8,"10,197"
Common Stock,240.0,248.9,268.5,288.9,288.9,323.2,323.2,323.2,,,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,"23,813"
Additional Paid-In Capital,120.3,132.9,135.9,144.2,144.2,161.3,33.8,33.9,,,33.8,33.8,33.8,33.8,33.8,33.8,33.9,33.9,33.9,33.9
Retained Earnings (Accumulated Deficit),10.7,63.2,60.0,46.9,29.1,-122.4,-73.7,-257.3,,,-61.8,-39.3,-73.7,-85.0,-130.0,-177.5,-257.3,-479.6,-554.9,888.8
Shareholders' Equity,372.3,449.7,466.3,480.4,462.5,361.6,282.3,99.7,,,294.6,316.9,282.3,270.7,225.7,179.5,99.7,-122.5,-197.8,"2,832"
Cash from Operating Activities,4.33,8.30,-6.97,-46.1,-77.1,12.7,9.85,40.0,,,2.18,19.8,-21.8,29.4,,229.4,2.82,3.44,,820.8
Cash from Investing Activities,-53.5,-28.1,-76.7,-26.6,-15.6,-17.1,-13.7,25.9,,,-3.33,-4.74,-3.84,-4.64,,-472.0,5.92,-3.49,,149.0
Cash from Financing Activities,51.1,23.2,80.0,71.6,89.1,16.6,0.48,-67.2,,,-0.87,-10.9,30.1,-22.1,,330.6,-14.0,5.35,,"1,079"
Net Change in Cash,1.98,3.40,-3.62,-1.06,-3.56,12.2,-3.36,-1.28,,,-2.03,4.16,4.44,2.69,,88.0,-5.22,5.30,,"2,049"
Free Cashflows,-27.0,-16.2,-39.5,-55.1,-81.9,11.6,9.06,39.9,,,2.08,19.6,-21.9,29.4,,6.44,2.79,3.40,,496.7
Free Cashflow per Share,-0.11,-0.061,-0.15,-0.19,-0.28,0.036,0.028,0.12,,,0.006,0.061,-0.068,0.091,,0.020,0.009,0.011,,0.021
