,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.89,6.03,4.48,3.70,3.27,3.33,2.26,1.94,,,3.43,3.12,2.62,2.43,2.30,2.10,2.08,2.26,2.17,1.63
Earnings per Share,0.14,0.25,0.28,0.16,0.090,0.076,0.022,0.041,,,0.008,-0.040,-0.038,0.009,0.021,0.011,0.000,0.016,-0.060,-0.32
Revenue per Share,6.78,6.80,7.16,6.44,5.15,6.11,6.98,5.99,,,1.41,1.85,1.99,1.45,1.41,1.52,1.60,1.45,1.24,1.47
Dividend per Share,0.071,0.095,0.095,0.10,0.050,0.070,0.070,,,,,,0.070,,,,,,,
Capital Expenditures per Share,0.11,0.092,0.13,0.050,0.039,0.10,0.056,0.036,,,0.006,0.018,0.007,0.007,0.008,0.007,0.014,0.014,0.012,0.006
Book Value per Share,2.00,2.19,2.42,2.69,2.72,2.78,2.74,2.60,,,2.81,2.79,2.74,2.72,2.64,2.63,2.60,2.62,2.57,2.23
Price to Earnings Ratio,25.2,24.7,13.2,26.9,28.2,42.3,109.5,53.1,,,35.3,243.4,128.8,,,615.9,53.1,41.2,,
Price to Book Value Ratio,1.85,3.20,1.56,1.54,0.93,1.15,0.84,0.76,,,1.21,0.88,0.84,0.81,0.86,0.62,0.76,0.86,0.72,0.61
EV to EBITDA,30.1,53.6,54.5,43.8,120.9,-180.5,-46.1,64.1,,,131.8,-63.5,-46.1,-25.0,-28.4,-214.7,64.1,37.6,-214.1,-7.37
Dividend Payout Ratio,50.3%,38.0%,33.9%,62.5%,55.6%,92.0%,314.0%,,,,,,369.6%,,,,,,,
Common Shares Outstanding,"2,100","2,100","2,100","2,265","2,265","2,265","2,265","2,265",,,"2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265"
Total Revenue,"14,248","14,279","15,038","14,588","11,660","13,838","15,803","13,563",,,"3,190","4,179","4,510","3,294","3,195","3,441","3,613","3,281","2,808","3,328"
"Cost of Revenue, Total","12,102","12,097","12,705","12,204","9,553","11,770","13,550","11,296",,,"2,648","3,643","3,965","2,824","2,652","2,924","2,896","2,741","2,414","3,609"
Gross Profit,"2,145","2,181","2,334","2,384","2,107","2,068","2,253","2,267",,,542.0,536.3,545.3,470.2,542.8,516.6,717.1,539.5,394.4,-280.9
"Selling/General/Administrative Expenses, Total","1,943","2,012","2,309","2,319","2,210","2,323","2,618","2,300",,,569.2,782.4,737.4,520.4,507.6,500.5,771.9,495.7,590.2,518.6
Operating Income,202.6,169.0,24.9,65.3,-102.3,-255.2,-365.4,-33.2,,,-27.2,-246.0,-192.1,-50.2,35.3,16.0,-54.8,43.8,-195.8,-799.5
Net Income,298.1,526.1,590.3,352.5,209.9,172.4,50.5,92.1,,,18.6,-83.8,-84.6,19.3,47.5,25.4,-0.18,35.5,-136.1,-729.4
EBITDA,324.1,303.0,183.3,230.3,72.1,-58.2,-178.8,122.7,,,20.9,-192.3,-163.2,-10.5,80.7,59.3,-27.2,85.5,-153.0,-756.4
Gross Profit Margin,15.1%,15.3%,15.5%,16.3%,18.1%,14.9%,14.3%,16.7%,,,17.0%,12.8%,12.1%,14.3%,17.0%,15.0%,19.8%,16.4%,14.0%,-8.4%
Operating Margin,1.4%,1.2%,0.2%,0.4%,-0.9%,-1.8%,-2.3%,-0.2%,,,-0.9%,-5.9%,-4.3%,-1.5%,1.1%,0.5%,-1.5%,1.3%,-7.0%,-24.0%
Net Profit Margin,2.1%,3.7%,3.9%,2.4%,1.8%,1.2%,0.3%,0.7%,,,0.6%,-2.0%,-1.9%,0.6%,1.5%,0.7%,0.0%,1.1%,-4.8%,-21.9%
Return on Assets,2.7%,4.1%,4.4%,2.6%,1.5%,1.1%,0.3%,0.6%,,,1.4%,0.2%,0.3%,-0.8%,-0.7%,0.1%,0.6%,0.7%,-0.5%,-5.3%
