,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,13.8,13.9,11.6,10.3,11.0,16.6,13.6,11.6,,,15.7,16.1,15.7,14.7,13.5,11.9,11.8,11.8,11.7,11.3
Earnings per Share,1.29,1.61,1.09,0.85,0.81,1.32,1.36,1.02,,,0.32,0.36,0.33,0.30,0.21,0.23,0.28,0.24,0.22,0.20
Revenue per Share,9.03,9.93,8.24,7.52,7.75,8.01,8.30,8.25,,,1.92,2.00,2.03,2.11,1.82,2.03,2.28,2.00,2.00,1.87
Dividend per Share,0.76,0.82,0.63,0.47,0.45,1.02,1.06,0.80,,,,0.51,0.55,,0.40,0.00,0.40,,0.36,0.00
Capital Expenditures per Share,0.089,0.073,0.022,0.59,0.010,0.010,0.12,0.021,,,0.002,0.003,0.11,0.008,0.003,0.009,0.001,0.001,0.001,0.003
Book Value per Share,5.58,6.15,6.49,6.76,7.15,7.93,8.06,8.11,,,7.86,7.72,8.06,8.35,8.01,7.84,8.11,8.35,8.17,8.01
Price to Earnings Ratio,7.54,10.3,9.61,13.0,11.2,10.9,11.2,11.5,,,9.99,10.6,11.2,10.8,10.7,10.0,11.5,12.1,11.9,11.7
Price to Book Value Ratio,1.77,2.49,1.79,1.57,1.22,1.97,1.86,1.44,,,1.97,2.02,1.86,1.59,1.60,1.35,1.44,1.40,1.38,1.36
EV to EBITDA,2.85,4.05,3.20,3.98,3.58,4.60,5.38,4.66,,,4.73,5.10,5.38,5.22,5.22,4.91,4.66,4.82,4.82,4.56
Dividend Payout Ratio,58.8%,51.1%,57.7%,55.0%,55.3%,77.1%,77.8%,78.8%,,,,34.3%,40.4%,,33.3%,0.0%,39.4%,,37.1%,0.0%
Common Shares Outstanding,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Total Revenue,"2,259","2,483","2,059","1,879","1,938","2,003","2,075","2,062",,,479.1,499.6,508.6,528.7,455.4,508.1,570.0,499.7,499.9,468.0
"Cost of Revenue, Total","1,588","1,713","1,469","1,386","1,455","1,433","1,528","1,586",,,349.9,363.0,381.7,396.9,349.8,400.1,439.6,387.7,391.0,364.8
Gross Profit,670.5,770.3,589.6,492.5,482.6,569.7,546.7,475.8,,,129.2,136.7,126.9,131.9,105.5,108.0,130.4,112.0,108.9,103.2
"Selling/General/Administrative Expenses, Total",141.4,174.6,173.8,170.1,169.8,169.6,175.3,204.6,,,38.3,42.4,46.6,51.2,50.8,49.3,53.4,50.3,51.8,46.9
Operating Income,556.9,613.0,415.8,329.4,319.5,400.1,387.6,289.5,,,94.6,99.1,84.5,85.1,59.8,63.4,81.1,65.9,62.8,59.8
Net Income,323.4,401.3,273.2,213.7,203.4,330.6,340.4,254.0,,,79.3,90.6,83.0,74.1,52.2,57.2,70.4,59.5,55.3,50.4
EBITDA,"1,210","1,278","1,062",968.9,979.2,"1,065","1,097","1,038",,,273.5,273.2,264.4,268.9,245.0,250.9,273.1,259.6,266.6,272.4
Gross Profit Margin,29.7%,31.0%,28.6%,26.2%,24.9%,28.4%,26.4%,23.1%,,,27.0%,27.4%,25.0%,24.9%,23.2%,21.3%,22.9%,22.4%,21.8%,22.1%
